,cp_level_x,cp_level_x,cp_level_x,cp_level_x,cp_r_citing_zero_x,cp_r_citing_zero_x,cp_r_citing_zero_x,cp_r_citing_zero_x,cp_r_citing_nonzero_x,cp_r_citing_nonzero_x,cp_r_citing_nonzero_x,cp_r_citing_nonzero_x,tr_citing_x,tr_citing_x,tr_citing_x,tr_citing_x,cp_r_cited_zero_x,cp_r_cited_zero_x,cp_r_cited_zero_x,cp_r_cited_zero_x,cp_r_cited_nonzero_x,cp_r_cited_nonzero_x,cp_r_cited_nonzero_x,cp_r_cited_nonzero_x,tr_cited_x,tr_cited_x,tr_cited_x,tr_cited_x,cp_level_y,cp_level_y,cp_level_y,cp_level_y,cp_r_citing_zero_y,cp_r_citing_zero_y,cp_r_citing_zero_y,cp_r_citing_zero_y,cp_r_citing_nonzero_y,cp_r_citing_nonzero_y,cp_r_citing_nonzero_y,cp_r_citing_nonzero_y,tr_citing_y,tr_citing_y,tr_citing_y,tr_citing_y,cp_r_cited_zero_y,cp_r_cited_zero_y,cp_r_cited_zero_y,cp_r_cited_zero_y,cp_r_cited_nonzero_y,cp_r_cited_nonzero_y,cp_r_cited_nonzero_y,cp_r_cited_nonzero_y,tr_cited_y,tr_cited_y,tr_cited_y,tr_cited_y,network_degree,network_degree,network_degree,network_degree,network_indegree,network_indegree,network_indegree,network_indegree,network_outdegree,network_outdegree,network_outdegree,network_outdegree,cluster_degree,cluster_degree,cluster_degree,cluster_degree,cluster_indegree,cluster_indegree,cluster_indegree,cluster_indegree,cluster_outdegree,cluster_outdegree,cluster_outdegree,cluster_outdegree,node_count
8,21.30814814814815,14383,0,340,6.391111111111111,4314,0,67,14.917037037037037,10069,0,273,54.08592592592593,36508,0,1498,9.768888888888888,6594,0,296,11.539259259259259,7789,0,146,40.52444444444444,27354,0,1015,5.800302571860817,3834.0,0.0,64.0,1.9319213313161876,1277.0,0.0,16.0,3.8683812405446294,2557.0,0.0,58.0,12.609682299546142,8335.0,0.0,294.0,2.394856278366112,1583.0,0.0,64.0,3.405446293494705,2251.0,0.0,40.0,11.423600605143722,7551.0,0.0,140.0,37.237037037037034,25135,3,415,21.30814814814815,14383,0,340,15.928888888888888,10752,0,322,7.802450229709035,5095.0,1.0,34.0,4.183767228177642,2732.0,0.0,32.0,3.6186830015313936,2363.0,0.0,21.0,
9,14.883156297420333,9808,0,180,3.535660091047041,2330,0,44,11.347496206373293,7478,0,157,46.779969650986345,30828,0,1390,3.8072837632776935,2509,0,162,11.07587253414264,7299,0,143,47.26555386949924,31148,0,601,7.936335403726708,5111.0,0.0,97.0,1.6832298136645962,1084.0,0.0,11.0,6.253105590062112,4027.0,0.0,94.0,27.440993788819874,17672.0,0.0,1038.0,1.5124223602484472,974.0,0.0,97.0,6.423913043478261,4137.0,0.0,77.0,27.656832298136646,17811.0,0.0,408.0,30.024279210925645,19786,4,281,14.883156297420333,9808,0,180,15.141122913505312,9978,0,276,10.748417721518987,6793.0,1.0,54.0,5.352848101265823,3383.0,0.0,54.0,5.3955696202531644,3410.0,0.0,36.0,
10,18.620031796502385,11712,0,195,4.131955484896661,2599,0,33,14.488076311605724,9113,0,162,73.21939586645469,46055,0,1602,4.324324324324325,2720,0,153,14.29570747217806,8992,0,149,77.09856915739269,48495,0,781,10.189233278955955,6246.0,0.0,104.0,1.9526916802610115,1197.0,0.0,10.0,8.236541598694943,5049.0,0.0,101.0,47.64600326264274,29207.0,0.0,1242.0,2.068515497553018,1268.0,0.0,90.0,8.120717781402936,4978.0,0.0,90.0,47.831973898858074,29321.0,0.0,563.0,39.77742448330684,25020,4,240,18.620031796502385,11712,0,195,21.157392686804453,13308,0,172,13.78523489932886,8216.0,1.0,62.0,6.783557046979865,4043.0,0.0,61.0,7.001677852348993,4173.0,0.0,49.0,
11,15.672158154859966,9513,0,314,3.8484349258649093,2336,0,49,11.823723228995057,7177,0,299,53.78583196046129,32648,0,2706,3.9324546952224053,2387,0,234,11.739703459637562,7126,0,297,53.49258649093905,32470,0,1182,8.174872665534805,4815.0,0.0,161.0,1.731748726655348,1020.0,0.0,14.0,6.443123938879457,3795.0,0.0,155.0,33.512733446519526,19739.0,0.0,1719.0,1.6213921901528014,955.0,0.0,124.0,6.5534804753820035,3860.0,0.0,159.0,33.397283531409165,19671.0,0.0,657.0,31.59308072487644,19177,4,319,15.672158154859966,9513,0,314,15.920922570016474,9664,0,110,9.732418524871354,5674.0,1.0,69.0,4.866209262435677,2837.0,0.0,65.0,4.866209262435677,2837.0,0.0,36.0,
12,21.12251655629139,12758,0,280,4.5281456953642385,2735,0,48,16.594370860927153,10023,0,232,85.70198675496688,51764,0,1573,4.908940397350993,2965,0,238,16.2135761589404,9793,0,193,93.48509933774834,56465,0,1269,10.372448979591837,6099.0,0.0,90.0,1.8010204081632653,1059.0,0.0,11.0,8.571428571428571,5040.0,0.0,87.0,49.4030612244898,29049.0,0.0,1181.0,1.7993197278911566,1058.0,0.0,80.0,8.57312925170068,5041.0,0.0,74.0,50.25,29547.0,0.0,625.0,44.008278145695364,26581,4,338,21.12251655629139,12758,0,280,22.885761589403973,13823,0,131,13.379251700680273,7867.0,1.0,59.0,6.562925170068027,3859.0,0.0,53.0,6.816326530612245,4008.0,0.0,39.0,
13,11.379679144385026,6384,0,108,3.17825311942959,1783,0,20,8.201426024955436,4601,0,101,30.429590017825312,17071,0,659,3.7237076648841354,2089,0,86,7.6559714795008915,4295,0,97,31.48306595365419,17662,0,405,6.282809611829944,3399.0,0.0,62.0,1.4584103512014788,789.0,0.0,8.0,4.824399260628466,2610.0,0.0,61.0,19.933456561922366,10784.0,0.0,519.0,1.7486136783733826,946.0,0.0,62.0,4.534195933456562,2453.0,0.0,56.0,20.055452865064694,10850.0,0.0,303.0,23.110516934046345,12965,2,174,11.379679144385026,6384,0,108,11.730837789661319,6581,0,121,8.955769230769231,4657.0,1.0,44.0,4.503846153846154,2342.0,0.0,42.0,4.451923076923077,2315.0,0.0,34.0,
14,12.780797101449275,7055,0,179,4.023550724637682,2221,0,44,8.757246376811594,4834,0,135,29.242753623188406,16142,0,827,4.242753623188406,2342,0,100,8.53804347826087,4713,0,116,28.795289855072465,15895,0,435,6.159774436090226,3277.0,0.0,71.0,1.6466165413533835,876.0,0.0,7.0,4.5131578947368425,2401.0,0.0,65.0,16.024436090225564,8525.0,0.0,471.0,1.5432330827067668,821.0,0.0,50.0,4.616541353383458,2456.0,0.0,67.0,16.077067669172934,8553.0,0.0,325.0,24.83695652173913,13710,3,201,12.780797101449275,7055,0,179,12.056159420289855,6655,0,116,7.688931297709924,4029.0,1.0,32.0,3.8606870229007635,2023.0,0.0,27.0,3.8282442748091605,2006.0,0.0,23.0,
15,13.749546279491833,7576,0,293,4.578947368421052,2523,0,57,9.17059891107078,5053,0,257,29.26497277676951,16125,0,1391,5.44464609800363,3000,0,201,8.304900181488204,4576,0,132,28.081669691470054,15473,0,467,5.096590909090909,2691.0,0.0,81.0,1.5984848484848484,844.0,0.0,13.0,3.4981060606060606,1847.0,0.0,75.0,11.950757575757576,6310.0,0.0,501.0,1.7083333333333333,902.0,0.0,41.0,3.3882575757575757,1789.0,0.0,55.0,12.100378787878787,6389.0,0.0,254.0,26.078039927404717,14369,3,302,13.749546279491833,7576,0,293,12.328493647912886,6793,0,179,6.099236641221374,3196.0,1.0,39.0,3.0839694656488548,1616.0,0.0,37.0,3.015267175572519,1580.0,0.0,39.0,
16,16.53183520599251,8828,0,206,4.091760299625468,2185,0,37,12.440074906367041,6643,0,184,51.232209737827716,27358,0,1267,4.878277153558052,2605,0,115,11.653558052434457,6223,0,154,50.833333333333336,27145,0,1045,7.47843137254902,3814.0,0.0,91.0,1.5823529411764705,807.0,0.0,7.0,5.896078431372549,3007.0,0.0,87.0,27.51372549019608,14032.0,0.0,809.0,1.9372549019607843,988.0,0.0,79.0,5.541176470588235,2826.0,0.0,86.0,26.523529411764706,13527.0,0.0,486.0,31.915730337078653,17043,3,290,16.53183520599251,8828,0,206,15.383895131086142,8215,0,135,10.188376753507015,5084.0,1.0,52.0,5.236472945891784,2613.0,0.0,49.0,4.95190380761523,2471.0,0.0,32.0,
17,11.83804143126177,6286,0,141,3.866290018832392,2053,0,31,7.971751412429379,4233,0,111,25.406779661016948,13491,0,442,4.295668549905838,2281,0,97,7.5423728813559325,4005,0,94,27.19020715630885,14438,0,477,5.753846153846154,2992.0,0.0,45.0,1.646153846153846,856.0,0.0,8.0,4.107692307692307,2136.0,0.0,43.0,13.888461538461538,7222.0,0.0,336.0,1.8846153846153846,980.0,0.0,45.0,3.8692307692307693,2012.0,0.0,35.0,13.85576923076923,7205.0,0.0,192.0,24.937853107344633,13242,2,266,11.83804143126177,6286,0,141,13.099811676082863,6956,0,192,8.03307392996109,4129.0,1.0,37.0,3.9416342412451364,2026.0,0.0,33.0,4.091439688715953,2103.0,0.0,25.0,
18,16.715176715176714,8040,0,203,4.01039501039501,1929,0,54,12.704781704781706,6111,0,162,60.15800415800416,28936,0,978,4.340956340956341,2088,0,164,12.374220374220375,5952,0,150,62.945945945945944,30277,0,676,8.48407643312102,3996.0,0.0,65.0,1.624203821656051,765.0,0.0,10.0,6.859872611464968,3231.0,0.0,63.0,37.961783439490446,17880.0,0.0,874.0,1.5902335456475585,749.0,0.0,65.0,6.89384288747346,3247.0,0.0,58.0,38.6687898089172,18213.0,0.0,558.0,33.985446985446984,16347,3,330,16.715176715176714,8040,0,203,17.27027027027027,8307,0,282,12.489270386266094,5820.0,1.0,60.0,6.130901287553648,2857.0,0.0,53.0,6.358369098712446,2963.0,0.0,42.0,
19,17.141025641025642,8022,0,315,4.517094017094017,2114,0,72,12.623931623931623,5908,0,243,63.63461538461539,29781,0,1494,5.215811965811966,2441,0,217,11.925213675213675,5581,0,199,62.335470085470085,29173,0,1186,8.957777777777778,4031.0,0.0,79.0,1.8822222222222222,847.0,0.0,10.0,7.075555555555556,3184.0,0.0,78.0,44.44222222222222,19999.0,0.0,807.0,2.1333333333333333,960.0,0.0,76.0,6.8244444444444445,3071.0,0.0,75.0,44.56444444444445,20054.0,0.0,793.0,32.5534188034188,15235,3,381,17.141025641025642,8022,0,315,15.412393162393162,7213,0,128,10.621380846325167,4769.0,1.0,68.0,5.34075723830735,2398.0,0.0,53.0,5.280623608017818,2371.0,0.0,54.0,
20,14.86504424778761,6719,0,297,4.280973451327434,1935,0,88,10.584070796460177,4784,0,275,40.98451327433628,18525,0,1895,5.103982300884955,2307,0,184,9.761061946902656,4412,0,213,40.3716814159292,18248,0,591,7.225806451612903,3136.0,0.0,98.0,1.7880184331797235,776.0,0.0,14.0,5.43778801843318,2360.0,0.0,94.0,22.68433179723502,9845.0,0.0,855.0,1.8963133640552996,823.0,0.0,48.0,5.329493087557604,2313.0,0.0,85.0,23.05069124423963,10004.0,0.0,383.0,29.440265486725664,13307,3,309,14.86504424778761,6719,0,297,14.575221238938052,6588,0,242,9.069605568445475,3909.0,1.0,48.0,4.5707656612529,1970.0,0.0,40.0,4.4988399071925755,1939.0,0.0,27.0,
21,15.683257918552036,6932,0,287,3.332579185520362,1473,0,66,12.350678733031675,5459,0,267,80.33484162895928,35508,0,3497,3.7171945701357467,1643,0,243,11.96606334841629,5289,0,191,79.38461538461539,35088,0,1116,10.593023255813954,4555.0,0.0,172.0,1.669767441860465,718.0,0.0,9.0,8.923255813953489,3837.0,0.0,171.0,69.86046511627907,30040.0,0.0,2909.0,1.6465116279069767,708.0,0.0,172.0,8.946511627906977,3847.0,0.0,139.0,69.73488372093023,29986.0,0.0,990.0,30.748868778280542,13591,3,327,15.683257918552036,6932,0,287,15.065610859728507,6659,0,84,13.820754716981131,5860.0,1.0,89.0,6.8584905660377355,2908.0,0.0,89.0,6.962264150943396,2952.0,0.0,51.0,
22,12.016091954022988,5227,0,203,3.3908045977011496,1475,0,21,8.62528735632184,3752,0,184,30.97241379310345,13473,0,1343,3.471264367816092,1510,0,203,8.544827586206896,3717,0,102,32.84137931034483,14286,0,356,7.543689320388349,3108.0,0.0,122.0,1.8446601941747574,760.0,0.0,11.0,5.699029126213592,2348.0,0.0,119.0,21.6626213592233,8925.0,0.0,1041.0,1.8470873786407767,761.0,0.0,122.0,5.696601941747573,2347.0,0.0,77.0,21.815533980582526,8988.0,0.0,316.0,24.898850574712643,10831,3,203,12.016091954022988,5227,0,203,12.882758620689655,5604,0,133,8.9,3649.0,1.0,38.0,4.439024390243903,1820.0,0.0,28.0,4.4609756097560975,1829.0,0.0,32.0,
23,18.18069306930693,7345,0,542,5.232673267326732,2114,0,114,12.948019801980198,5231,0,428,46.504950495049506,18788,0,1863,7.53960396039604,3046,0,356,10.641089108910892,4299,0,225,36.87376237623762,14897,0,676,6.274611398963731,2422.0,0.0,66.0,1.5259067357512954,589.0,0.0,15.0,4.748704663212435,1833.0,0.0,63.0,19.134715025906736,7386.0,0.0,445.0,1.5984455958549222,617.0,0.0,66.0,4.676165803108808,1805.0,0.0,43.0,18.914507772020727,7301.0,0.0,207.0,30.35148514851485,12262,2,559,18.18069306930693,7345,0,542,12.17079207920792,4917,0,94,8.606382978723405,3236.0,1.0,45.0,4.377659574468085,1646.0,0.0,42.0,4.2287234042553195,1590.0,0.0,27.0,
24,13.4,5226,0,103,4.069230769230769,1587,0,25,9.330769230769231,3639,0,93,30.474358974358974,11885,0,455,4.98974358974359,1946,0,103,8.41025641025641,3280,0,84,28.294871794871796,11035,0,281,5.934725848563969,2273.0,0.0,44.0,1.5926892950391645,610.0,0.0,12.0,4.342036553524804,1663.0,0.0,39.0,14.882506527415144,5700.0,0.0,252.0,1.6866840731070496,646.0,0.0,44.0,4.248041775456919,1627.0,0.0,36.0,14.788511749347258,5664.0,0.0,143.0,25.523076923076925,9954,2,143,13.4,5226,0,103,12.123076923076923,4728,0,136,8.742705570291777,3296.0,1.0,31.0,4.458885941644563,1681.0,0.0,28.0,4.2838196286472146,1615.0,0.0,22.0,
25,15.160206718346254,5867,0,557,3.645994832041344,1411,0,44,11.51421188630491,4456,0,513,58.51937984496124,22647,0,4697,3.4857881136950906,1349,0,407,11.674418604651162,4518,0,202,55.89922480620155,21633,0,830,9.745945945945946,3606.0,0.0,180.0,1.8783783783783783,695.0,0.0,11.0,7.867567567567567,2911.0,0.0,178.0,44.22702702702703,16364.0,0.0,2209.0,1.4432432432432432,534.0,0.0,86.0,8.302702702702703,3072.0,0.0,144.0,44.63513513513514,16515.0,0.0,681.0,30.45219638242894,11785,3,568,15.160206718346254,5867,0,557,15.291989664082687,5918,0,97,10.467213114754099,3831.0,1.0,74.0,5.120218579234972,1874.0,0.0,73.0,5.3469945355191255,1957.0,0.0,41.0,
26,16.226315789473684,6166,0,132,3.6342105263157896,1381,0,20,12.592105263157896,4785,0,131,62.33157894736842,23686,0,1197,3.7710526315789474,1433,0,131,12.455263157894738,4733,0,105,69.26052631578948,26319,0,736,9.150537634408602,3404.0,0.0,83.0,1.586021505376344,590.0,0.0,8.0,7.564516129032258,2814.0,0.0,82.0,44.08064516129032,16398.0,0.0,935.0,1.9112903225806452,711.0,0.0,83.0,7.239247311827957,2693.0,0.0,74.0,44.034946236559136,16381.0,0.0,533.0,32.07368421052632,12188,2,152,16.226315789473684,6166,0,132,15.847368421052632,6022,0,141,11.903314917127071,4309.0,1.0,50.0,5.9088397790055245,2139.0,0.0,44.0,5.994475138121547,2170.0,0.0,48.0,
27,10.271767810026386,3893,0,110,4.1820580474934035,1585,0,32,6.089709762532982,2308,0,87,15.306068601583114,5801,0,312,4.96042216358839,1880,0,110,5.311345646437995,2013,0,57,15.33245382585752,5811,0,147,3.986631016042781,1491.0,0.0,34.0,1.4732620320855614,551.0,0.0,7.0,2.513368983957219,940.0,0.0,30.0,6.614973262032086,2474.0,0.0,158.0,1.6711229946524064,625.0,0.0,34.0,2.3155080213903743,866.0,0.0,30.0,6.553475935828877,2451.0,0.0,72.0,20.192612137203167,7653,2,127,10.271767810026386,3893,0,110,9.92084432717678,3760,0,97,5.779614325068871,2098.0,1.0,23.0,2.9421487603305785,1068.0,0.0,21.0,2.837465564738292,1030.0,0.0,16.0,
28,18.717032967032967,6813,0,271,4.434065934065934,1614,0,51,14.282967032967033,5199,0,240,72.8489010989011,26517,0,2032,6.6401098901098905,2417,0,191,12.076923076923077,4396,0,100,65.66758241758242,23903,0,818,9.853372434017595,3360.0,0.0,82.0,1.7888563049853372,610.0,0.0,8.0,8.064516129032258,2750.0,0.0,78.0,47.51906158357771,16204.0,0.0,919.0,2.3284457478005867,794.0,0.0,72.0,7.524926686217009,2566.0,0.0,60.0,48.360703812316714,16491.0,0.0,707.0,34.535714285714285,12571,2,272,18.717032967032967,6813,0,271,15.81868131868132,5758,0,93,13.676557863501484,4609.0,1.0,66.0,6.732937685459941,2269.0,0.0,56.0,6.943620178041543,2340.0,0.0,44.0,
29,12.801724137931034,4455,0,248,4.4511494252873565,1549,0,31,8.350574712643677,2906,0,225,27.7183908045977,9646,0,1480,4.724137931034483,1644,0,136,8.077586206896552,2811,0,113,26.919540229885058,9368,0,286,5.58092485549133,1931.0,0.0,96.0,1.6820809248554913,582.0,0.0,13.0,3.898843930635838,1349.0,0.0,94.0,15.236994219653178,5272.0,0.0,790.0,1.4624277456647399,506.0,0.0,46.0,4.118497109826589,1425.0,0.0,67.0,14.890173410404625,5152.0,0.0,227.0,25.525862068965516,8883,2,257,12.801724137931034,4455,0,248,12.724137931034482,4428,0,146,6.875,2365.0,1.0,42.0,3.5261627906976742,1213.0,0.0,42.0,3.3488372093023258,1152.0,0.0,26.0,
30,18.95252225519288,6387,0,172,3.9584569732937687,1334,0,17,14.99406528189911,5053,0,158,77.55489614243324,26136,0,1621,3.771513353115727,1271,0,71,15.181008902077151,5116,0,157,88.17210682492582,29714,0,989,10.424242424242424,3440.0,0.0,103.0,1.7636363636363637,582.0,0.0,7.0,8.66060606060606,2858.0,0.0,96.0,51.29090909090909,16926.0,0.0,1153.0,1.612121212121212,532.0,0.0,43.0,8.812121212121212,2908.0,0.0,100.0,52.472727272727276,17316.0,0.0,552.0,41.04451038575667,13832,2,206,18.95252225519288,6387,0,172,22.0919881305638,7445,0,103,13.840490797546012,4512.0,1.0,64.0,6.846625766871166,2232.0,0.0,59.0,6.993865030674846,2280.0,0.0,45.0,
31,10.932692307692308,3411,0,162,3.8333333333333335,1196,0,38,7.0993589743589745,2215,0,124,22.16025641025641,6914,0,587,4.538461538461538,1416,0,108,6.394230769230769,1995,0,112,21.099358974358974,6583,0,352,4.714754098360656,1438.0,0.0,49.0,1.5901639344262295,485.0,0.0,13.0,3.124590163934426,953.0,0.0,47.0,10.298360655737705,3141.0,0.0,266.0,1.616393442622951,493.0,0.0,49.0,3.098360655737705,945.0,0.0,43.0,10.045901639344262,3064.0,0.0,122.0,22.528846153846153,7029,2,194,10.932692307692308,3411,0,162,11.596153846153847,3618,0,135,6.656666666666666,1997.0,1.0,31.0,3.34,1002.0,0.0,28.0,3.316666666666667,995.0,0.0,21.0,
32,8.590909090909092,2646,0,161,3.396103896103896,1046,0,31,5.194805194805195,1600,0,134,14.438311688311689,4447,0,569,3.0844155844155843,950,0,93,5.5064935064935066,1696,0,68,15.081168831168831,4645,0,172,4.561224489795919,1341.0,0.0,77.0,1.6462585034013606,484.0,0.0,10.0,2.9149659863945576,857.0,0.0,69.0,8.540816326530612,2511.0,0.0,310.0,1.4795918367346939,435.0,0.0,37.0,3.0816326530612246,906.0,0.0,45.0,8.761904761904763,2576.0,0.0,122.0,17.814935064935064,5487,2,162,8.590909090909092,2646,0,161,9.224025974025974,2841,0,42,5.503496503496503,1574.0,1.0,26.0,2.7167832167832167,777.0,0.0,23.0,2.7867132867132867,797.0,0.0,22.0,
