cluster_id	intercluster_edges
178	198
2113	6
607	5
232	102
440	26
1565	4
189	53
593	11
1283	4
2081	4
471	5
1675	8
2101	1
1524	2
1141	1
2064	3
1974	7
505	24
778	7
1223	1
2088	2
584	27
1908	3
549	11
1225	1
1015	3
216	107
367	24
794	7
1056	2
810	9
1894	2
488	5
416	27
793	7
1241	2
1233	2
609	5
226	187
365	56
1638	1
912	1
1773	4
707	6
1717	8
2078	1
228	77
517	3
345	48
356	32
249	58
206	119
298	88
1741	1
1809	6
213	79
145	235
217	124
944	1
618	13
478	14
1651	7
763	8
993	2
476	10
369	22
409	16
761	6
1865	4
130	482
641	4
306	128
1726	1
1656	2
923	7
1044	2
1658	1
475	14
1748	1
632	7
782	13
487	11
546	7
2130	7
453	40
373	107
1035	2
200	142
272	58
1760	1
2110	7
1583	7
1768	4
1840	6
1047	5
241	132
1404	5
432	24
2065	10
1274	1
1275	1
759	5
1410	2
222	93
1839	7
1900	6
898	1
1306	3
504	8
2127	2
394	23
415	42
1221	2
375	16
319	59
1259	3
1343	6
1381	7
1536	8
2140	1
499	35
412	26
350	48
1648	7
2128	5
644	1
1568	1
1279	1
393	40
783	13
978	4
1432	1
1296	4
330	95
589	23
1704	6
1554	1
1907	2
2086	3
755	12
869	1
2076	6
1922	4
297	57
452	22
1735	3
2085	4
799	13
615	9
548	8
522	14
484	13
437	16
493	5
1076	7
1742	1
1388	3
497	24
166	219
1612	1
624	10
2079	5
811	4
290	45
410	62
1208	2
524	9
291	86
592	5
1073	1
1962	1
2132	1
180	74
481	6
987	3
1965	2
1130	2
1645	8
598	21
751	2
1929	2
877	1
785	6
886	2
2099	3
1963	4
1113	6
1307	2
2097	9
749	14
1358	4
1308	1
461	19
2122	2
770	3
551	5
629	8
1238	3
2117	8
1665	1
389	6
359	81
2001	2
1919	5
1729	4
1186	1
335	56
646	17
1534	1
552	2
1796	2
1083	3
328	53
766	7
463	17
1822	4
1418	2
1085	1
1084	1
1802	4
417	14
282	94
554	5
1309	1
1949	4
295	15
1485	4
1158	4
1488	2
2118	6
1106	2
1816	1
591	9
321	78
1111	2
2013	2
648	3
972	3
392	38
597	18
1253	1
1439	2
921	1
1569	1
219	157
950	3
230	42
528	6
1895	3
426	15
1255	2
516	8
1222	2
937	5
175	88
826	4
1754	3
1668	6
1257	2
649	4
914	3
901	1
1558	3
2052	1
405	26
1957	5
398	24
285	41
2030	1
2071	1
1951	1
955	4
1609	10
1555	1
1278	1
284	29
1086	8
757	6
1722	3
531	25
434	9
247	59
941	1
1114	1
706	5
1151	2
1154	9
823	2
1069	1
325	28
1946	1
601	9
1338	3
391	18
605	8
1945	2
1453	5
995	5
970	3
1034	3
1195	3
1344	1
1515	1
529	34
2066	2
402	8
1345	2
1342	1
1819	1
1641	10
606	8
611	4
556	7
652	6
2004	6
2131	1
1077	3
1118	6
261	61
1518	2
1749	2
1465	1
1623	7
513	17
1091	3
748	10
1173	3
1070	1
642	5
510	4
332	31
1755	5
503	30
1845	1
1864	5
1192	2
1803	1
1853	9
2017	1
525	8
1284	3
596	4
347	23
1978	4
1168	1
1547	3
930	1
851	2
873	1
542	16
1725	5
1224	3
602	9
268	44
582	11
2091	3
650	9
495	21
1705	7
1702	3
1689	1
1882	1
1367	3
397	30
938	5
643	2
1897	6
830	4
462	3
1885	3
536	20
1580	2
2044	6
1215	1
1341	2
1239	7
653	5
903	6
621	12
892	1
1372	1
185	72
387	6
311	33
655	1
884	1
2023	11
1737	8
482	30
1683	7
1977	2
1751	9
1597	6
1890	2
1621	2
1999	2
1492	3
429	13
1454	3
323	11
758	4
847	1
385	16
1081	1
951	1
1427	4
1937	2
1956	3
433	7
1637	2
1943	3
802	2
1347	2
1400	3
1037	1
595	13
1182	5
1644	4
1941	1
2024	1
695	8
406	18
423	14
756	5
1743	3
1663	5
1596	1
477	23
1183	1
485	3
647	1
1504	2
619	9
656	4
262	33
1280	3
557	1
349	6
1148	3
1266	1
1693	3
1983	5
1598	2
1876	5
1368	2
1469	1
1699	5
1794	7
1321	4
1415	2
2115	7
1137	2
870	1
1378	4
408	9
527	4
1723	4
1189	4
1409	6
753	13
1765	1
658	7
1709	4
388	13
1571	2
1131	2
1108	4
1910	2
455	49
2067	2
1798	4
1560	3
1789	2
1392	1
660	3
1926	10
2037	9
1269	4
962	2
1204	6
1100	1
980	1
1474	1
558	10
867	2
657	1
1533	2
604	7
1247	2
447	2
768	5
1987	1
1572	4
750	10
1734	1
439	25
458	10
1398	1
444	10
2080	5
1493	4
610	3
1647	1
550	6
2010	5
933	1
1639	1
1333	1
773	4
489	18
1792	6
1824	4
1879	5
540	5
2038	9
947	2
1405	1
1407	3
545	15
1209	1
1718	1
1171	3
567	2
1411	1
934	3
474	6
1413	1
1090	5
573	4
523	3
920	2
1289	4
797	6
1686	3
2051	1
1790	5
703	2
1848	1
661	2
2016	1
908	4
1361	3
1532	4
1414	2
1969	3
1288	5
1939	2
1153	1
420	8
506	4
2116	4
1166	2
636	9
1125	1
1682	2
780	4
762	4
853	2
1934	4
1740	1
1120	4
1382	1
1256	3
1831	1
1988	1
862	1
1967	2
519	3
1093	5
831	2
663	2
1674	1
798	20
1778	3
560	1
875	3
561	1
1425	3
1036	3
1212	1
840	4
446	25
1786	6
845	2
2137	2
464	8
457	3
806	5
1053	1
1606	5
1330	3
926	4
1002	1
1925	3
2114	1
1352	1
1654	5
1616	1
600	7
470	25
1887	1
2009	3
1316	1
1968	2
1024	1
2087	9
828	5
1545	1
1640	1
1328	1
1384	2
927	3
1301	1
1676	4
1948	3
1605	6
562	4
438	15
1884	3
981	3
1713	2
1373	1
894	2
1058	1
1685	1
2047	2
1807	5
795	4
1042	2
2045	4
1185	3
977	2
467	15
1976	5
872	1
861	3
665	2
1827	2
1838	2
1861	4
846	6
1603	2
617	3
1844	4
1964	10
858	1
1438	2
1170	2
1588	4
2007	3
1440	1
1129	1
1203	3
666	2
954	3
352	45
1050	6
1157	1
1921	1
667	2
520	2
1774	1
1631	5
1460	3
1323	4
353	4
400	50
946	3
975	1
791	9
1159	5
340	7
396	16
576	2
1149	1
1088	2
882	3
1860	3
588	3
1872	5
834	3
932	2
1981	1
1870	2
421	29
2014	1
1444	1
1040	5
637	2
939	1
974	1
916	2
2027	3
1681	3
874	1
839	5
1220	1
669	4
628	6
599	7
670	4
1331	1
1917	3
1958	2
512	12
473	5
1966	2
448	5
1447	1
1143	1
1825	6
1449	1
1664	3
622	4
672	1
1127	1
732	4
1467	1
1812	1
1911	6
1156	4
534	13
1573	2
1448	2
1365	3
1028	5
1915	7
1549	2
1339	1
1810	2
1142	1
1655	1
1374	2
1452	2
1417	1
2019	1
1659	3
1242	1
361	21
1902	3
1818	1
1369	2
1217	5
1593	4
1046	1
1866	6
1615	3
1619	2
1599	1
1502	3
1285	1
1237	3
2012	1
1905	1
1952	1
1390	1
888	2
1535	2
1456	1
1690	2
673	2
1082	2
1696	2
565	1
1380	1
1244	4
572	4
674	7
1482	3
1556	3
1610	1
1918	2
728	2
720	2
1617	1
1815	4
1700	2
1457	1
1458	1
627	6
835	3
1067	7
1216	1
1920	4
1832	1
2050	1
1551	6
1245	5
1169	4
676	2
2102	1
390	6
754	4
1993	1
664	2
1254	1
1260	1
1601	1
1891	8
1202	1
518	2
1314	3
1806	1
1548	1
1200	2
1232	2
1205	3
1464	1
566	1
1546	3
1401	1
1162	5
1767	5
2106	4
2096	6
1466	2
1103	1
992	1
1377	1
1756	6
1514	4
2025	6
767	7
603	3
1165	1
620	7
1684	4
2100	2
445	29
1022	5
623	6
678	9
1950	2
1267	3
1898	3
1846	2
1199	1
1914	1
1470	2
2062	4
386	1
634	6
752	6
612	13
787	2
1435	1
2043	5
568	4
1123	1
2021	1
526	3
860	2
1501	5
679	12
1471	2
1218	2
1135	1
1986	4
1719	5
1595	1
2054	3
803	3
1670	1
917	1
1461	1
1473	1
1272	2
1995	2
1586	3
1788	4
2093	1
1475	1
1697	1
1770	5
784	16
1579	1
509	5
608	11
2120	1
1277	2
983	1
569	2
1574	5
1476	1
1346	3
514	13
1626	2
1354	3
940	3
1092	3
2129	4
680	2
772	23
1319	1
1935	4
1370	3
1317	3
547	10
1348	1
1450	2
1727	3
1291	1
1829	6
814	2
682	2
1295	3
1867	3
1477	1
949	7
1472	1
564	1
813	3
502	4
807	1
747	6
911	2
571	3
1391	1
1355	3
1996	6
816	1
1913	1
1021	1
1045	1
895	1
1327	1
684	2
1001	5
1335	1
764	4
1016	2
879	1
535	4
2092	4
887	3
587	4
1904	3
1629	3
1480	1
1678	6
789	6
769	1
1402	1
1434	4
689	1
590	16
1927	1
989	1
1008	1
404	4
1023	1
790	1
541	6
979	2
427	5
1833	3
1320	3
1172	3
1975	7
2040	2
1797	6
1207	3
2083	1
1110	3
1175	3
1231	1
1329	1
1758	2
963	4
1516	3
1383	1
948	2
1421	3
2035	4
1481	2
2011	3
1235	3
966	3
1874	2
1294	2
1322	2
1078	5
821	9
1240	1
833	1
1261	1
1483	1
1608	1
1214	3
837	5
891	2
1930	6
1635	5
1177	1
1115	2
2060	4
594	7
988	1
694	1
2029	1
1004	1
969	1
1662	1
1281	1
1877	2
1362	6
1899	1
842	1
1680	6
1847	2
1973	3
1026	4
1642	1
696	1
1486	1
1738	3
1478	2
630	2
1032	2
2111	4
907	1
1487	1
697	4
2069	6
1219	1
996	3
1994	3
1139	2
984	1
715	9
1636	5
796	1
639	2
1360	3
1703	1
801	1
1857	1
1271	2
922	2
1698	2
864	1
1916	2
614	2
1646	3
1150	3
1618	1
815	1
555	1
1888	1
1107	2
1055	1
1820	1
662	8
1627	1
1489	1
1490	2
1669	1
1695	1
1940	1
999	1
1777	4
1287	1
1265	2
1854	1
1491	1
859	2
1273	1
818	3
1184	1
906	1
1701	1
1336	1
958	2
2058	3
1376	1
2082	2
1495	1
1711	1
893	2
740	2
2042	1
1721	2
2135	1
1445	5
1286	1
844	2
1007	1
2032	2
961	1
1679	1
2048	1
1759	5
1451	1
1349	1
786	2
1954	2
1497	1
1714	1
1060	3
779	2
1652	1
1210	2
1813	1
2070	3
1193	2
1692	1
1498	1
1716	6
1340	1
1933	7
2036	2
1633	3
2112	1
625	5
1762	2
2075	3
1387	5
1576	1
942	1
1960	1
1575	2
1031	4
1624	7
1787	3
2003	2
1499	1
1412	2
812	1
490	1
820	1
1096	8
1366	1
843	1
836	6
1094	3
915	1
1991	2
2133	1
2028	1
1600	1
2139	2
585	5
1012	2
1270	1
1570	2
838	1
1985	1
2034	2
2094	2
809	1
1801	1
2022	1
1187	1
904	5
824	3
1164	6
1561	3
788	2
1430	1
1503	1
1049	1
1428	1
965	1
1293	1
881	4
704	6
1062	2
1191	2
1880	5
1147	1
952	1
1992	2
1027	1
1567	1
1923	1
1673	1
1505	1
1506	1
1227	1
765	3
1334	2
1805	2
2119	6
532	1
1901	1
1325	1
868	1
709	1
2041	2
1484	1
1611	3
865	2
1268	2
1152	2
2124	5
468	4
1508	3
1953	1
1121	5
1250	4
871	1
1420	2
586	3
2077	2
1399	3
1509	1
1707	2
1881	5
1072	3
1628	1
1510	1
1511	1
2104	2
1122	1
1687	1
2005	1
1808	4
1408	2
1109	1
956	4
1706	6
1512	1
827	1
1720	1
1557	1
1513	1
1526	2
1552	2
1828	1
1087	1
1643	1
902	2
2123	1
1814	1
2063	1
973	1
1842	5
2002	3
1837	1
1303	3
1781	1
1033	5
1653	6
957	2
1079	1
1097	2
2089	1
800	7
1830	2
1048	1
1747	1
717	2
1753	4
1766	1
651	1
1397	1
1080	3
1276	1
897	3
1855	11
1972	1
1517	1
1163	2
1764	6
852	5
900	2
1005	1
1780	1
1893	1
1782	6
1584	11
1804	2
1500	2
848	3
1959	2
1385	4
1403	1
1071	3
1519	1
1970	1
913	1
1520	1
985	7
1446	1
1521	1
1357	1
1733	2
777	4
808	2
1594	8
1324	1
1206	1
1785	1
1550	1
775	5
1029	1
1843	1
854	1
1903	1
2033	3
1468	3
1931	1
2084	6
1821	2
1730	3
1522	1
1038	2
2015	6
1161	3
1426	1
1178	1
1133	2
1942	1
1862	1
1248	3
885	5
971	3
1332	1
1868	1
1124	4
1800	3
1507	1
1104	1
899	4
1068	1
1873	9
1416	3
1146	4
1784	2
1525	1
925	2
1604	1
1386	1
1883	6
1437	1
990	1
1102	2
1017	2
1622	4
1134	1
521	1
1310	1
2074	1
1226	1
931	2
1230	4
1228	2
1234	5
1039	5
1811	1
1315	1
2068	7
819	1
1258	5
929	1
1527	2
1144	5
1243	1
1761	1
1886	2
1955	6
1394	1
1019	1
1190	3
822	2
2138	5
905	5
1311	1
1746	2
2072	4
2006	4
832	5
1351	3
2121	1
1625	1
945	1
1564	3
1132	2
1799	1
919	1
1528	1
1909	1
1817	5
1849	2
1529	1
1290	4
1577	6
727	1
1423	3
968	3
2056	3
1136	2
1836	3
1463	2
1736	1
1530	1
1602	2
2125	3
1982	1
731	5
1006	1
1776	2
792	2
1181	1
1198	2
1856	1
1406	1
1671	4
1589	3
1858	1
959	3
876	2
1441	1
1194	2
1990	4
1117	2
1531	1
1479	6
2136	1
1000	3
645	6
2039	3
1119	1
1003	1
1379	2
2107	1
1932	2
508	2
687	1
1582	5
1064	2
743	4
1859	1
2026	7
712	1
918	1
1063	5
1834	3
1174	1
1912	3
2049	1
1010	3
1660	1
1300	3
953	1
935	5
1710	5
880	1
1889	1
986	1
736	1
1099	3
1057	2
1197	3
1337	2
1246	1
1896	2
1313	5
1236	1
896	1
2105	2
1353	1
1823	8
817	1
1763	12
1393	1
1757	1
910	3
1752	4
1523	1
856	1
1863	3
1871	5
1009	1
1356	1
1424	2
1155	3
998	1
1375	1
2090	1
1537	1
829	1
1066	3
2073	2
1591	8
1364	5
1180	2
1041	3
1065	2
1936	7
1014	3
1018	2
1677	1
1433	1
1128	1
841	2
857	1
2055	1
1632	1
1998	2
1771	6
659	1
1852	4
1553	2
1539	1
1614	2
1264	3
1496	1
1061	2
1292	2
1436	1
1851	2
1585	1
1928	1
1282	1
1724	2
1389	2
1030	1
1213	1
997	2
1051	5
1661	1
1581	1
1592	2
1305	3
1630	1
1252	1
1299	1
1578	2
1875	8
1657	1
1791	1
976	6
924	3
638	3
1783	1
1302	2
1145	1
1540	1
1020	1
1649	1
2103	1
1613	4
1263	2
2126	1
1694	1
1075	1
1052	2
1059	1
2031	4
1459	1
1947	1
1105	1
1359	1
1211	1
1431	4
1541	1
1826	3
1013	1
2008	1
1989	2
1559	1
1607	1
1732	2
1371	3
1098	3
1542	1
1712	1
1666	5
1074	1
1590	3
1249	1
1961	5
1011	3
1455	1
1054	4
1538	1
960	2
1312	3
1543	1
1708	1
866	2
1835	1
1318	1
2020	5
878	3
1984	1
964	1
1229	5
1188	3
2109	1
994	1
1779	6
1544	1
889	1
1025	1
1262	3
1201	3
507	3
1650	3
1043	4
1116	1
