cluster_id	intercluster_edges
2228	65
529	167
196	1401
157	533
2859	44
2345	61
1717	91
1474	35
1178	160
2291	40
2544	15
544	313
311	518
883	193
212	153
6049	7
2594	47
2069	90
621	220
430	293
702	302
282	413
31	2024
1386	133
2289	69
890	141
1372	142
778	294
1998	98
65	1278
306	534
4788	10
2450	37
3175	14
1721	41
407	302
3727	49
1095	142
3505	33
408	530
230	522
136	659
1526	110
1219	260
620	366
448	387
2978	11
74	507
4800	2
1210	51
38	430
1018	186
2285	56
2981	22
838	30
5527	3
2332	13
1722	88
4033	33
740	167
1556	193
36	1618
2973	29
446	378
612	501
203	433
2976	72
3292	46
352	375
2178	90
134	845
4825	5
2136	82
1332	104
63	965
1192	71
4819	20
1566	107
4845	4
2506	47
2182	50
3803	10
3592	19
95	741
2985	61
2793	50
1360	135
2292	26
1955	57
1042	139
555	184
3365	16
238	617
375	295
4849	1
2987	17
476	126
2568	6
177	390
2159	35
2597	20
64	418
2990	31
2968	37
304	201
1215	110
1113	37
2598	62
3806	45
830	202
1724	85
2593	75
887	194
2184	47
347	338
3807	19
195	1076
735	167
2442	29
609	378
2600	35
379	109
2991	36
885	139
4862	3
1296	104
373	339
269	453
293	467
1678	34
2370	53
1993	38
210	274
754	109
2992	27
1275	93
1297	55
47	731
581	139
949	97
1218	87
138	605
349	123
499	280
763	162
492	116
2444	45
406	111
2432	11
2599	75
2994	44
368	928
106	909
216	471
4951	7
1897	54
1726	45
590	286
2445	26
4906	7
3793	20
281	696
1579	79
728	102
1485	84
4319	15
4855	8
3813	18
1898	43
1794	83
724	185
2884	52
2363	25
1899	38
1180	109
551	55
450	153
635	88
1637	62
2835	33
1096	120
466	183
5197	6
1491	15
801	207
2999	30
1999	69
765	262
2364	36
3099	23
516	143
97	1153
2601	60
2365	42
1284	126
1608	61
2498	38
832	165
675	335
895	283
322	634
4894	8
3815	9
3514	25
698	162
1646	115
1887	78
2156	55
743	170
1636	90
325	426
756	272
1727	132
57	1027
323	435
4905	1
1578	197
1587	87
1030	282
2073	34
1149	174
296	887
168	726
1560	44
2583	81
2846	81
3007	42
601	151
3009	26
1570	105
104	867
749	189
3643	24
554	271
812	114
135	701
1172	142
506	274
943	132
1146	169
5922	4
2589	60
854	33
3261	23
219	296
1819	69
3820	14
1493	218
1747	89
867	174
1114	123
3011	19
1571	122
813	68
2118	40
2074	65
631	156
4641	9
4612	12
688	141
683	334
329	276
224	792
610	243
2147	44
799	121
209	712
1202	76
1392	110
20	3333
242	898
655	162
3133	71
262	640
1581	76
1992	63
565	218
547	197
391	378
4623	4
5590	6
4912	1
3824	44
179	496
3024	25
2550	56
2795	55
1527	109
2925	54
1274	95
1138	100
108	355
2001	38
1181	94
585	250
1082	123
319	370
2596	53
2929	73
3019	23
967	168
334	284
1732	115
267	451
811	28
2076	70
3319	20
361	571
997	100
3599	12
748	284
1663	71
1609	27
681	272
3832	1
3021	19
1298	57
592	183
1182	46
1232	66
2922	47
875	42
2120	41
370	132
6472	4
982	44
1235	170
1567	62
1248	50
755	117
1733	58
3823	26
2449	41
1087	59
1673	37
944	81
427	169
1183	171
889	165
1985	65
518	170
1000	182
4720	9
4536	27
988	94
1014	178
278	435
467	356
1173	182
2188	20
137	1035
3013	55
1036	131
605	180
2841	63
3835	14
497	329
1954	90
2500	69
1129	169
1048	60
3739	29
2297	48
2465	54
3032	56
113	812
2915	53
7	3627
1234	161
2798	35
2610	42
856	321
3033	19
1164	166
473	79
916	229
1384	128
1751	34
2002	88
2358	56
2499	15
305	568
3437	67
1697	74
1737	80
543	272
445	341
2900	35
915	149
2611	27
2612	7
2419	78
360	248
2185	59
1176	95
1324	63
1937	28
4997	1
4473	7
3707	67
2061	151
478	342
994	91
925	58
1126	93
3840	6
2078	44
1136	121
880	133
2298	22
146	392
5827	4
2229	18
42	2791
5003	9
90	911
1062	76
884	110
5007	2
715	124
2420	64
156	721
3233	57
2629	56
779	216
775	156
1122	161
617	202
671	152
2305	38
1966	86
1390	70
2192	47
1735	108
3758	17
2079	95
948	252
213	425
3644	41
1736	58
3744	15
1568	102
419	489
1893	57
2614	31
597	143
3002	43
2823	102
2162	78
3037	19
917	113
1453	25
4813	13
2607	33
163	886
235	577
770	255
443	218
2071	77
356	595
1402	106
1782	110
2293	60
2103	90
6382	2
3641	30
3215	23
2840	37
557	192
3044	59
845	63
178	187
289	249
737	52
562	124
394	118
580	138
1546	81
1260	128
2248	40
2433	39
2395	42
951	120
3176	15
3847	8
4351	6
520	204
2615	8
2774	8
3845	4
1115	22
1069	19
2194	15
5053	1
3846	6
1536	40
2836	36
800	152
264	263
1393	22
1039	25
5307	3
180	359
1016	106
265	312
3040	19
5091	3
1740	59
1184	97
21	2104
3729	39
271	283
2616	68
4050	19
603	153
2995	15
374	351
294	301
1035	77
377	284
3058	16
3045	41
284	331
3464	9
814	78
2421	19
3382	22
524	242
335	137
436	199
1881	30
952	85
741	57
1249	69
1901	42
403	308
152	469
3047	42
48	646
579	439
302	533
2094	82
145	1118
190	363
253	356
223	256
732	152
2839	28
421	123
32	2571
2155	93
2796	47
514	263
630	48
1336	174
3052	13
395	327
233	402
345	350
797	121
324	466
1395	68
1278	97
586	122
2670	23
1442	79
0	3381
392	414
1396	114
1419	84
285	209
1511	149
468	247
1639	35
287	241
189	646
2081	37
2536	22
5077	4
3566	9
3055	12
500	155
489	368
1190	169
364	296
709	141
2316	42
900	200
194	517
155	265
4740	6
1530	64
3056	77
1364	146
5769	1
578	234
1744	64
2369	43
1616	153
1565	24
495	462
2083	52
3974	20
876	202
665	141
5750	4
2711	22
2797	66
657	220
968	45
6112	6
2268	22
2005	104
1059	159
2638	31
376	141
2049	64
1957	80
1250	112
2501	21
1343	68
1674	61
3035	20
1746	67
2945	14
1562	22
781	158
2928	12
522	106
1256	80
2479	26
4062	17
2386	13
642	135
2300	8
507	339
693	123
1543	53
752	184
1890	51
1145	71
148	666
3730	13
3865	20
768	218
1046	122
444	223
1268	62
367	120
102	338
1450	48
2619	87
762	209
463	534
1561	102
666	154
1647	103
1730	98
1677	82
2620	35
5121	6
80	1290
1749	104
1750	58
719	160
485	148
963	78
2196	27
643	112
2018	52
1004	171
3834	36
1398	128
3929	38
1438	40
2301	64
1549	91
2621	8
3837	18
340	176
3646	7
1454	93
130	216
268	675
1508	56
150	772
1498	72
110	859
2546	23
1286	76
236	761
141	635
2132	61
1352	109
1239	104
2198	33
493	271
1400	111
699	330
746	185
680	220
1044	91
1277	177
3868	14
2135	41
3067	24
3869	5
458	193
218	382
384	373
240	294
29	1439
1317	94
2623	31
174	384
1594	69
1653	59
758	58
402	90
936	31
1660	27
1055	39
2451	46
462	193
744	203
6265	1
1753	40
1307	74
1755	54
3072	41
2824	44
362	406
5137	9
2815	23
331	193
1754	85
2302	51
1057	167
1005	113
3875	14
1403	61
1573	53
2371	22
1361	107
3252	14
3073	17
1618	42
2547	21
1186	104
498	363
1756	17
4223	4
1047	66
259	306
2624	42
1404	78
891	131
2523	58
1905	37
4735	9
1023	60
730	123
4671	2
759	139
2626	53
1305	57
2085	25
2684	29
2855	19
3078	13
2134	41
714	91
2009	14
1860	18
1872	33
2627	15
633	63
2065	54
2868	22
2962	21
3079	30
679	95
4012	20
1864	116
314	108
2625	57
2628	19
279	369
1322	48
1421	13
1584	48
2055	54
1171	44
3882	28
159	684
2106	41
3884	10
1032	22
255	167
3906	8
1962	111
3082	44
692	392
228	513
1441	26
2372	43
2631	43
3886	24
1558	125
3084	23
1758	63
2828	29
3888	25
1922	38
1188	112
1318	108
607	158
1499	136
1333	89
598	106
3065	45
4795	15
1500	82
1281	51
902	127
2060	72
1533	101
1906	44
892	95
1620	44
202	471
1965	57
5767	7
2778	46
380	445
1686	53
2632	70
2842	39
1788	95
3516	15
6402	9
1222	56
532	169
2633	37
461	118
3088	30
357	313
878	105
2086	61
1362	102
274	424
1759	69
1501	46
2751	40
1198	93
1760	72
107	714
2304	21
2138	40
2346	43
330	271
1080	139
447	247
126	203
685	62
1531	42
1761	46
283	698
2634	66
3137	12
3892	42
96	377
1662	79
2167	62
3895	17
1763	100
5224	4
2671	40
308	507
1764	54
3094	30
472	227
2359	48
288	348
3896	10
5122	5
487	177
519	234
1506	61
4114	11
3090	17
6941	6
3731	38
5236	7
4553	10
587	109
907	72
2635	47
1537	45
2011	71
2206	72
6944	11
3768	19
911	44
1334	19
129	637
1120	95
3091	59
2203	38
1405	81
3096	12
3899	28
1008	157
387	208
1871	32
3480	38
3257	7
1063	103
3097	13
2261	28
933	41
3900	4
3071	41
871	111
984	141
6721	18
903	151
676	182
573	221
1363	110
1907	90
677	197
1406	93
2637	61
1147	99
723	317
548	84
5246	4
173	523
877	93
970	131
751	235
2471	10
1555	137
353	263
299	270
3901	19
872	100
5250	5
1845	43
1407	29
3103	16
2697	34
2605	41
1908	19
3015	28
121	548
415	200
5252	4
1802	122
640	326
2485	30
2649	99
1475	144
477	344
3661	51
3710	29
2930	66
3904	25
399	279
3903	24
5328	40
5857	14
2050	66
3830	45
2801	32
1583	211
3039	62
420	289
3144	22
1124	251
1010	176
2687	105
3004	21
85	1201
4822	6
798	220
5545	10
465	285
2014	87
2350	10
3902	11
4998	2
2848	28
2800	16
3355	11
3728	60
3107	20
2813	47
2982	36
3908	18
1420	9
3180	36
1492	97
546	116
1528	72
1725	221
1766	30
2845	37
670	241
852	212
488	356
2356	61
1097	85
4066	13
3109	17
1652	35
2385	20
1160	101
3018	41
2012	60
947	174
667	63
1287	64
3912	4
3666	9
849	134
1983	118
626	238
1621	149
4957	6
3053	16
3917	18
656	354
3645	18
558	118
5798	3
1972	137
1037	55
2587	55
1825	44
1408	83
844	104
503	299
249	425
456	218
128	758
893	110
1216	87
1291	43
2208	30
3356	21
2853	55
2959	28
3878	36
1231	162
2582	97
1504	99
5308	4
972	181
3915	48
94	1215
946	167
3112	28
1723	88
1409	75
904	15
453	365
2462	20
1988	69
341	614
802	127
853	86
1162	62
662	217
525	213
2251	38
3038	48
343	231
624	166
1651	67
437	225
1767	11
6328	8
3671	77
3977	19
1456	44
1378	47
1387	82
3116	37
3118	23
3119	15
366	83
3120	41
3808	14
313	649
2641	13
1886	30
1189	76
2803	78
1464	22
2422	27
4346	25
208	401
2314	118
4208	12
5331	6
3121	13
796	104
1742	50
2806	52
2642	38
2209	7
358	126
359	216
263	269
3124	20
1348	13
3384	10
127	413
1648	50
1680	33
2090	8
1106	99
1458	27
434	143
793	190
3126	9
480	353
1585	25
2804	73
2210	18
2042	19
3311	41
2643	49
2452	48
1410	112
3130	18
5342	2
3200	18
2644	53
1896	95
1799	49
1708	117
929	144
2608	28
3653	11
1376	52
1399	47
3093	17
484	139
2654	60
3932	13
431	164
1958	55
2480	26
990	105
950	99
2058	27
2013	105
5643	1
5354	2
1137	57
645	66
1835	64
1936	6
2366	34
3132	61
1980	9
1789	36
4558	12
1413	70
404	301
1701	69
474	262
3010	34
2418	50
5019	6
3859	27
1412	108
2919	27
1681	13
1771	80
804	61
865	138
1459	49
2977	49
2805	30
386	274
2866	44
1631	136
342	347
2160	136
4432	28
4206	10
3293	9
2789	20
4556	27
2150	80
3085	19
1720	79
2459	91
2682	70
958	85
3160	39
577	288
234	193
1850	10
1366	55
483	159
1909	41
1455	38
2144	15
686	75
840	50
1389	211
181	667
3140	138
1772	88
940	160
2193	94
3650	40
3141	36
88	972
425	312
153	915
71	862
369	358
175	627
1638	82
2311	67
2212	47
3169	41
2367	17
2375	112
1131	98
2492	74
3142	44
187	754
3634	29
3143	34
1461	85
3135	50
2553	59
2072	94
2675	8
4378	29
1682	52
2213	40
6139	11
1979	73
275	185
1959	98
1785	54
1913	68
3147	26
3328	4
3146	23
4565	7
1878	24
4902	5
2791	25
3148	65
2240	45
5024	10
2488	45
5369	1
3397	132
1773	48
560	346
3034	63
3123	23
1034	69
5379	4
5607	11
2047	38
2647	26
971	76
909	95
3150	12
49	2182
4182	10
4848	7
1273	127
1774	32
316	284
6958	9
7063	5
1013	301
3944	51
3218	61
2181	51
428	176
956	73
2092	19
5407	1
5408	2
2648	11
2056	18
1100	19
1141	28
3152	7
3153	59
3117	18
1617	76
5359	4
733	75
1064	146
3000	50
3818	13
5511	5
536	228
143	805
3521	14
700	105
365	113
5416	1
1588	32
912	87
3656	61
250	386
86	590
2121	15
1503	28
1694	59
5413	2
4205	9
3155	15
2214	40
1888	65
2006	61
273	269
708	238
3156	16
2576	69
3210	39
98	529
3658	30
3657	5
1142	68
1483	86
3158	36
3159	22
1743	42
1098	73
2898	25
1894	103
1598	123
3370	64
2555	21
378	186
3950	31
1612	92
1132	114
3864	22
3166	31
794	130
1166	147
66	472
4124	34
2507	88
3649	29
1255	70
3022	40
764	119
2037	131
3291	30
5378	5
1058	95
1777	67
5444	1
3953	13
1050	35
3954	12
454	306
3955	22
3550	28
318	230
3957	10
1294	78
2224	51
5214	8
1045	124
270	393
3770	14
3732	12
3958	23
825	60
3161	24
3450	22
6429	1
2509	20
1632	35
2478	26
641	124
2180	68
1952	89
706	124
2025	225
1092	87
1205	62
3396	47
5082	15
3959	18
3934	35
1116	138
2650	23
418	150
2520	39
3163	21
3508	42
1778	75
1902	117
2651	68
835	272
782	78
959	35
1105	45
254	429
1091	116
191	491
894	113
1040	59
3309	14
2330	27
1185	124
5151	17
753	110
5208	6
783	190
1093	75
2202	42
3964	8
3891	8
3701	28
2831	21
1276	48
1021	52
818	95
3043	17
1193	98
2661	28
1002	50
834	84
1916	40
1411	48
1667	94
816	116
2861	31
602	127
1070	108
1024	60
1148	54
2096	37
3165	80
3887	13
1748	46
5054	17
2027	41
866	195
1194	87
634	246
2652	66
5484	3
572	239
3104	68
6856	15
5551	4
412	251
2783	22
471	131
2313	37
1344	37
3622	42
1911	31
4709	1
1671	36
1134	96
870	79
2963	17
5497	2
5090	2
3214	13
784	116
3115	26
606	107
2271	21
1912	9
694	69
276	309
1675	23
1243	66
3419	26
6751	6
568	78
2098	48
2880	32
1669	112
3012	29
1414	19
512	243
1003	206
928	52
2944	48
2016	49
3765	61
3122	41
5505	19
3776	20
164	136
3781	21
504	288
1640	19
1326	155
589	125
4160	6
6147	1
5374	2
1658	98
1012	230
1369	66
6005	3
1622	55
1529	131
3619	10
1088	29
1654	41
1084	34
848	231
3976	28
2984	44
5985	7
1195	90
2131	23
3173	32
502	201
4877	1
2102	73
3174	10
2068	33
2320	61
2901	49
4774	2
5624	8
2216	12
2157	45
1416	97
2437	71
1699	42
2428	15
4828	5
3509	15
792	176
720	106
1025	141
3721	31
5524	7
1357	98
241	398
5435	4
6368	4
1633	66
5530	1
99	546
5532	1
5689	1
2965	35
7007	7
1534	96
2969	67
1814	29
3819	30
1670	97
1661	108
3928	25
2189	107
5708	6
4933	7
5617	7
7018	16
3982	7
3026	26
4914	3
3475	62
2603	56
2656	25
2219	38
3041	10
4660	5
1279	66
4493	16
301	251
292	458
841	72
938	27
2347	27
5544	1
2308	16
3281	25
3624	11
1591	70
1102	86
736	149
1786	26
668	100
3374	2
1144	48
2904	13
628	90
211	437
214	464
2825	47
3025	43
2504	117
5304	9
588	64
2087	83
549	389
691	297
1514	133
3357	15
3985	12
3685	26
3181	46
1625	69
2099	64
2309	45
481	118
2070	48
1798	17
1196	123
983	68
559	333
3988	14
1401	53
3182	14
5309	4
2220	39
2020	105
2662	29
2151	47
6221	11
1948	55
760	173
3183	32
2077	56
2062	22
1925	32
3663	11
4701	1
6232	1
6276	1
4706	1
3184	17
1914	33
1026	36
5570	1
1443	32
1705	31
3669	22
5268	4
3023	16
5574	1
2017	29
1052	116
790	120
1436	93
2059	95
1592	69
3048	30
3914	57
2100	14
930	53
2899	25
1787	41
2658	39
3863	11
650	113
1439	37
2252	36
1933	49
336	89
3992	2
1022	29
2889	21
1304	50
3388	18
1272	43
2886	29
2221	35
1904	73
901	189
3187	12
2423	11
5583	1
5430	2
5357	9
828	104
3086	43
2541	26
1691	42
3190	19
5266	6
563	196
1956	65
3960	27
410	283
1770	77
2659	31
2926	62
3996	18
1356	40
4715	14
5063	5
1038	105
2817	30
5147	5
1468	21
2222	18
4538	10
3999	12
1224	32
3191	13
2864	29
2511	18
2296	31
2019	15
695	182
5184	5
1739	115
1225	22
198	145
1368	37
3199	58
3192	11
414	310
1869	25
750	189
2660	12
4291	3
663	190
1065	80
2030	66
4003	12
821	108
2315	12
961	59
1302	82
5600	3
5965	2
2052	64
4600	3
646	84
3302	23
1921	23
2849	43
1659	90
46	662
4004	22
2441	68
3787	18
861	97
843	125
842	37
4007	2
5253	6
3667	18
629	65
611	85
1280	16
1595	93
4008	9
1079	96
4823	2
3195	14
2322	16
3208	41
4010	6
1554	105
1853	39
2328	24
678	64
4009	8
1752	33
3790	29
3750	14
1656	57
1394	89
3264	28
2080	28
1434	49
2424	11
570	252
5838	11
1951	21
2664	31
2430	47
2140	97
3836	11
785	104
2168	45
1791	72
5200	7
604	140
2946	11
5477	6
774	145
1230	102
2906	27
745	162
2015	20
354	207
1497	99
2881	49
3495	44
1426	69
923	153
2474	67
5634	9
4017	17
1535	61
2780	21
383	195
1033	40
4018	5
1350	26
726	122
718	183
1792	66
1418	35
3582	14
2522	53
669	39
442	301
1377	56
3476	20
4019	13
998	95
1833	28
4011	23
2502	55
2021	53
4519	19
833	66
2236	64
2655	53
857	69
1875	5
836	66
2473	73
1548	37
3380	26
1540	41
905	38
953	115
1338	47
3069	11
1110	35
847	108
5213	1
1518	46
475	136
4024	7
3205	3
2169	24
3402	6
5417	4
2907	25
3703	37
3087	42
5981	8
3546	40
1650	108
1163	136
6766	2
4331	15
1269	132
3207	30
5659	1
1615	52
432	190
6030	3
486	141
3425	19
1974	86
496	158
2920	49
5807	3
868	148
2785	31
1165	80
5662	7
3083	57
3050	40
2669	36
6509	8
2668	56
1444	28
1915	72
3966	7
2223	38
5195	4
5401	2
5665	1
2110	24
3853	25
4026	6
3209	34
4027	8
4028	7
3460	8
4369	8
5871	3
6135	11
1863	79
1977	124
3983	10
3304	11
5447	5
5670	1
6916	6
5679	5
5561	8
3390	31
599	97
1133	35
3833	16
5802	4
3692	6
3940	7
2988	16
2200	39
1776	42
1151	37
4509	3
2097	43
5592	12
4545	24
1793	40
809	38
2738	12
721	27
2512	20
3680	8
3211	9
4159	9
2303	14
2225	9
1606	31
515	133
2396	21
636	78
1199	78
298	260
962	133
4415	7
3213	12
5712	2
1150	77
1314	46
5861	4
509	230
1061	27
3108	39
2262	33
2882	20
5711	6
1123	24
2799	23
5691	5
2226	24
2232	38
2850	33
5399	17
795	123
25	781
1707	39
2227	38
2317	27
1507	23
920	91
4231	5
3178	65
995	147
4189	21
2802	45
2481	32
6297	9
4283	7
2486	26
2256	23
2874	54
1077	96
3898	5
919	315
2837	50
4857	3
556	182
1121	160
4032	11
1655	99
4835	9
5372	16
4811	1
5605	1
3001	45
3718	12
5446	18
879	94
5055	4
2876	49
3504	8
5700	7
4390	9
142	244
333	74
1049	51
5706	2
5538	1
1797	30
3610	18
176	325
985	24
2672	3
3935	7
2389	20
2896	25
4037	3
1700	22
2335	13
1262	37
6642	4
232	132
3733	38
2255	28
2235	61
906	174
1319	42
1083	20
3239	26
1679	149
1200	75
2503	29
965	50
3956	13
2458	55
3223	42
697	73
3224	12
5715	1
1603	55
4915	6
3225	47
3226	43
2726	36
2360	70
320	159
973	25
6124	3
3227	11
542	32
4042	11
1596	71
5518	5
4338	14
4301	21
4044	22
2382	58
3276	33
2461	11
1019	64
2572	8
3229	25
3952	13
757	131
1128	80
727	91
2378	11
2673	25
6329	4
3230	28
1513	56
3493	22
2446	57
3854	21
3231	48
4045	11
696	125
1328	69
2888	21
4887	1
1206	65
855	166
2290	75
2137	66
2549	42
2858	24
3232	58
2408	39
1241	37
810	78
537	142
1229	37
5730	2
1989	14
2891	17
5731	7
2812	36
4046	8
1425	33
3234	10
1834	10
1519	19
2786	24
2674	14
1355	14
1844	19
3539	12
2145	22
3075	14
1580	68
2782	35
6977	8
4048	5
2852	20
2749	17
2197	57
5340	4
3139	24
382	138
1085	31
3769	20
1895	51
3110	35
6384	2
5136	12
3672	14
2249	32
2665	16
3889	14
3339	9
974	100
1800	56
3236	28
3202	36
1917	47
3237	52
2826	30
1801	31
4049	14
3670	35
2997	43
7061	5
2231	48
2932	27
1379	73
4911	6
3238	23
5897	12
2609	46
4648	17
4630	12
1309	52
1891	67
2887	39
3937	24
2966	66
2104	39
3125	18
3682	47
4068	11
4619	15
3249	32
5391	8
1370	25
4295	3
614	216
2457	50
2646	49
3105	46
2379	74
2440	22
2516	77
4178	17
3074	26
2676	51
4055	9
4056	11
6921	5
1417	39
3193	33
3938	22
4649	5
1960	78
1463	60
4574	9
4002	10
2233	18
3017	24
5040	7
140	314
7057	1
3543	5
1207	19
1623	164
1029	123
1629	122
2517	12
2295	43
3245	10
2234	26
2677	47
5774	1
2678	39
712	137
3933	34
3763	7
2054	74
1108	124
4294	10
4577	17
2413	71
2327	32
673	172
1081	47
2195	46
2680	40
4059	3
771	129
3273	12
1236	51
2319	21
1684	95
6514	4
4060	6
966	129
6288	5
1945	48
4634	12
1292	111
2154	76
2463	55
1203	72
4099	17
3831	16
3706	5
3031	28
896	135
786	104
1512	51
3715	19
5785	4
4061	15
3481	27
1155	144
6808	12
2975	44
2709	44
4714	6
3766	27
2337	27
1457	48
3248	28
1804	47
5787	7
5296	9
2010	100
2294	37
3810	33
3883	19
541	74
1078	70
2024	14
1990	96
3881	23
2105	24
1817	18
1836	36
674	43
1107	25
1452	75
3734	13
6118	2
3673	11
2238	2
3575	15
3251	5
4064	13
5010	10
4065	19
2312	10
1947	20
2142	21
3828	17
3327	11
2548	32
5794	1
4984	11
3256	40
3128	68
389	146
3760	64
2636	39
3254	16
3255	13
1582	57
5047	3
381	80
2439	18
738	94
1642	32
7053	1
564	103
4559	1
2321	15
3337	34
7034	5
6058	5
4069	18
689	22
1741	56
5425	2
4117	6
2334	14
2201	37
6842	5
1053	50
508	95
2489	22
3258	10
6946	4
1388	39
3029	49
2412	50
2829	30
3259	30
1769	77
1118	30
1448	35
5809	1
5810	1
2580	37
1858	51
2101	25
1657	71
3432	27
3036	14
1469	42
1542	139
6992	14
385	218
1505	94
3683	8
3177	19
3260	17
4257	12
977	49
3371	23
2810	55
2003	53
625	188
931	107
4052	21
3262	21
5020	4
4440	20
4783	1
3263	15
4830	3
3797	19
6314	3
3081	48
1473	38
5811	6
1600	67
1415	91
3266	5
5203	3
5818	2
2323	20
2561	38
3659	17
2164	28
3716	11
2324	24
1918	32
5819	2
1233	63
4076	9
