key,file,total_clusters,more_citing,more_cited,avg_node_count_citing,avg_edge_density_citing,avg_node_count_cited,avg_edge_density_cited,avg_node_count_all,avg_edge_density_all
0.001,output_0.001.csv_aggregated.csv,1254,50,35,328.12,0.2180071221594292,468.65714285714284,0.2490947301489045,27.59185303514377,0.19326458895617857
0.005,output_0.005.csv_aggregated.csv,1738,191,107,91.5130890052356,0.21690258697755407,141.16822429906543,0.19096523183976116,19.899193548387096,0.17656277333083625
0.01,output_0.01.csv_aggregated.csv,2143,275,191,62.61090909090909,0.22547508268205568,77.59685863874346,0.20464931253804883,16.134983652498832,0.177650845246638
0.05,output_0.05.csv_aggregated.csv,3791,809,383,21.237330037082817,0.36946423342086315,32.44125326370757,0.3116951316674914,9.117181314330958,0.26280540833174104
0.1,output_0.1.csv_aggregated.csv,5122,1108,907,14.196750902527075,0.4758070825831921,14.513781697905182,0.4565852079790824,6.7470703125,0.3367997820696324
0.2,output_0.2.csv_aggregated.csv,7067,1580,1413,9.075949367088608,0.6227596934267563,9.203113941967445,0.6138834221307158,4.889596602972399,0.44305113652890427
modularity,output_modularity.csv_aggregated.csv,86,7,11,2175.4285714285716,0.013740007306386014,1737.0,0.030919641329879156,411.25,0.6711652257521706
