key,file,label,node_count,edge_density,percent_difference_network_tr,percent_difference_cluster_tr,difference,tr_citing_x.1,tr_cited_x.1,tr_citing_y.1,tr_cited_y.1
0.001,output_0.001.csv_aggregated.csv,more_cited,5.0,0.5,1.0,0.0,-1.0,2.0,1.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,5.0,0.4,0.0,,,1.0,1.0,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,5.0,0.4,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,5.0,0.4,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,5.0,0.7,0.0,0.0,0.0,3.0,3.0,3.0,3.0
0.001,output_0.001.csv_aggregated.csv,more_cited,5.0,0.5,0.2,0.0,-0.2,6.0,5.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.8333333333333334,0.0,0.0,0.0,3.0,3.0,3.0,3.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.8333333333333334,0.0,0.0,0.0,2.0,2.0,2.0,2.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,,,,1.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,2.0,,,3.0,1.0,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,-0.5,,,1.0,2.0,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,more_citing,4.0,0.6666666666666666,-0.3333333333333333,0.0,0.3333333333333333,2.0,3.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,more_citing,4.0,0.6666666666666666,-0.5,0.0,0.5,1.0,2.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,more_cited,4.0,0.8333333333333334,0.0,-0.25,-0.25,7.0,7.0,3.0,4.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,-1.0,,,0.0,1.0,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.6666666666666666,0.0,0.0,0.0,2.0,2.0,1.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,4.0,0.5,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,more_cited,4.0,0.6666666666666666,4.0,1.0,-3.0,5.0,1.0,2.0,1.0
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,0.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,0.6666666666666666,,,,5.0,,0.0,
0.001,output_0.001.csv_aggregated.csv,neutral,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
