cluster_id	intercluster_edges
6	6995
8	9495
2	14714
3	13616
4	24787
5	7687
10	6893
0	19943
1	13103
7	8126
11	6910
12	3287
9	3696
16	724
13	726
14	448
15	285
17	96
22	6
18	11
20	4
19	7
21	6
29	1
