cluster_id	intercluster_edges
893	2
730	1
887	1
589	1
516	1
360	1
187	2
558	1
1009	1
547	1
209	2
1143	1
261	4
993	2
829	2
682	1
263	1
985	1
1162	1
1166	3
1090	1
201	1
432	1
464	2
308	1
794	1
693	2
981	1
873	2
708	1
509	1
759	2
73	4
1068	1
339	1
162	6
744	1
603	1
402	1
549	1
801	4
1035	3
620	1
860	3
1126	2
969	3
1003	1
1250	2
677	1
362	1
1066	1
1202	1
880	2
862	1
1117	1
1023	3
764	1
1148	4
1054	1
1238	1
218	1
775	1
412	1
694	1
877	1
722	1
501	1
388	1
491	1
219	1
452	1
616	1
623	1
220	4
1214	1
1230	1
843	2
1150	1
335	1
486	1
351	2
311	2
607	1
290	2
904	2
1012	2
276	2
522	3
1210	3
947	1
130	1
1050	1
541	2
901	1
1191	1
956	1
470	1
385	1
1240	1
222	1
683	1
634	2
979	1
927	1
941	2
443	1
680	3
469	1
622	1
611	1
524	1
514	1
495	2
690	1
743	2
323	2
952	1
951	2
632	1
1227	1
1186	1
456	2
1026	1
397	1
1069	3
710	1
857	1
978	3
1078	1
188	2
289	2
1134	1
976	1
312	2
934	1
962	3
911	3
450	1
489	3
147	5
595	1
579	2
592	1
678	1
365	1
606	1
1200	3
691	1
649	1
717	1
1086	1
1031	1
776	2
1047	1
1234	1
347	1
760	2
107	1
378	1
802	1
574	1
1063	3
838	2
401	1
521	2
408	1
573	1
148	5
630	3
998	4
1211	1
463	1
473	1
812	1
578	1
819	3
1231	3
753	1
1015	2
790	1
615	1
837	1
703	2
505	2
924	1
364	1
598	2
1185	2
377	1
508	1
441	1
610	2
590	2
1076	3
853	1
958	1
1061	4
428	1
518	1
859	2
324	1
138	1
530	1
487	1
1008	1
229	1
497	1
718	2
425	1
879	3
350	1
664	2
845	2
1088	3
1083	2
961	1
596	1
1183	1
980	1
696	1
327	4
349	1
698	1
523	1
556	1
1159	1
483	3
433	1
803	1
917	1
867	1
576	1
537	1
1176	2
875	1
1125	1
789	3
805	1
953	1
1158	1
906	2
353	1
910	1
480	1
874	3
552	1
183	2
437	1
196	1
856	1
796	1
742	1
457	1
1032	1
1213	1
386	1
792	2
1209	1
699	1
1059	2
1000	1
1135	3
1105	3
1244	1
458	1
968	3
330	2
279	1
922	1
1144	1
420	1
1095	1
663	1
586	2
336	4
1179	2
791	1
1161	1
1021	1
686	1
404	1
925	1
1152	3
827	1
493	3
876	3
1119	1
898	1
1051	1
447	2
384	1
817	2
688	1
674	1
476	1
659	1
909	3
737	1
1208	1
746	1
387	1
506	1
913	1
1177	2
684	1
379	1
839	1
496	1
631	1
895	1
446	1
1098	3
608	1
1178	1
1056	2
1046	4
500	2
750	2
474	2
975	1
1027	1
990	2
594	1
1188	1
1065	2
902	1
392	1
626	1
733	4
983	1
517	2
907	1
723	1
852	1
1075	1
844	1
309	9
582	1
1216	1
670	1
431	1
1137	1
1100	6
262	1
929	3
597	3
449	2
716	1
1195	1
996	1
236	1
1099	1
1184	5
411	1
1073	1
865	2
999	2
409	1
824	2
798	1
1222	1
851	3
946	3
369	1
695	3
1040	1
639	3
1110	1
1092	2
762	1
373	1
550	3
807	2
427	5
646	1
571	1
531	2
971	1
112	2
785	1
212	1
1192	1
440	1
316	4
383	1
1028	1
232	1
1097	1
467	1
1133	1
560	1
878	1
1203	1
575	1
1004	1
423	1
462	1
406	1
1124	2
687	3
1163	1
1196	5
532	1
1017	1
1236	2
735	1
884	1
774	1
1120	3
628	1
1080	1
621	1
1034	1
466	1
994	1
770	1
398	1
1122	2
583	1
572	1
872	3
1132	5
1010	2
528	3
915	1
538	3
1060	1
465	1
356	1
782	1
370	1
454	2
1039	1
1212	1
973	1
966	2
734	3
1113	1
863	2
1013	1
455	2
1194	1
715	1
888	1
1022	1
1182	2
820	1
668	2
905	2
553	3
637	1
1156	1
972	1
763	1
1106	1
938	1
1091	2
294	3
914	1
1011	2
721	2
348	1
389	1
1067	1
766	2
1103	1
591	1
1246	1
755	1
1071	1
1164	3
396	1
1171	1
923	2
982	1
580	2
992	1
1146	3
1058	1
1174	1
1079	1
892	2
964	1
1089	3
1030	1
1167	1
858	1
840	1
1024	2
937	2
430	1
997	1
525	1
834	1
1064	1
1165	1
1043	2
1029	2
825	1
358	1
728	2
806	1
1036	1
619	3
739	1
656	3
