cluster_id	intercluster_edges
2655	10
5010	13
103	870
1560	69
2011	26
797	144
518	228
2423	16
231	361
406	315
3286	1
2310	17
1938	6
250	337
2147	20
78	359
394	379
1429	42
289	213
277	309
931	42
1605	62
2264	53
822	194
1615	59
777	45
812	148
1400	55
591	248
605	207
2146	35
316	206
2717	17
3978	7
528	298
3298	3
2148	50
348	355
140	551
333	432
544	104
1566	37
468	118
158	315
971	59
778	100
48	803
521	143
491	265
796	117
731	111
889	143
323	123
414	312
1259	81
522	109
388	107
554	242
2149	42
2492	48
2074	11
1901	25
894	100
784	45
1876	36
4070	5
667	229
1711	43
1017	109
525	282
1955	34
242	188
858	88
643	192
1159	89
695	68
1344	98
426	282
2262	23
1082	86
892	126
560	58
474	160
106	1213
120	1248
979	117
982	150
430	206
3589	6
1125	15
569	341
1065	80
1192	79
1519	61
2340	23
469	223
113	1202
290	255
1878	66
1283	42
880	168
2660	9
2481	25
1338	113
1518	32
294	486
183	1014
72	1046
4198	1
1727	81
1596	64
66	2457
337	893
1306	47
2601	28
1389	70
2358	37
506	161
2664	12
2150	100
1810	81
460	315
1421	118
1951	88
813	33
252	323
1841	72
1375	34
341	338
616	106
1843	40
712	269
3100	9
3359	12
685	149
400	273
1328	115
546	202
579	258
1121	70
174	678
699	95
328	352
15	3455
148	735
2376	71
773	125
687	177
2539	29
3086	4
3988	6
3351	1
303	392
172	663
1172	80
2607	30
1320	107
1160	77
176	387
1650	38
1094	113
1516	95
2318	23
403	355
455	205
299	421
830	37
902	65
399	303
383	310
2515	12
750	118
1050	102
1111	91
675	233
2669	1
876	64
1052	50
621	165
909	70
885	84
584	148
2133	55
1016	42
4365	4
371	159
3099	4
336	91
841	177
967	92
1244	57
552	162
730	97
799	140
1351	70
953	59
1812	65
793	204
129	649
315	377
577	170
3976	9
693	147
570	270
89	1493
582	135
434	302
2667	78
721	159
551	201
2673	14
609	243
206	330
4291	10
2596	22
1063	87
1537	102
1963	60
1874	105
1451	82
10	3508
1223	97
1621	59
1025	175
356	69
1101	125
1640	34
1442	75
1551	35
445	373
2290	87
1402	74
1245	111
1914	30
2155	7
376	294
1137	98
756	40
775	94
3524	1
2564	7
1127	109
365	163
817	63
102	493
410	185
1809	30
4133	4
2562	16
28	3301
53	1044
508	157
3441	2
188	310
2163	66
1298	102
1051	130
930	116
819	183
641	69
2676	17
656	279
523	273
1178	97
2677	15
1713	30
2540	55
2156	23
1584	25
3342	10
3343	8
134	935
2529	46
2302	39
634	144
3730	2
1939	33
1714	48
2244	70
757	65
215	233
969	63
244	159
255	214
821	73
1603	54
1481	24
1620	12
1187	58
1915	8
745	17
901	21
632	91
3699	1
4943	3
275	195
992	24
203	403
2317	31
3474	6
2240	18
2326	11
1030	99
283	315
2168	68
2761	19
1334	35
463	368
2313	15
321	314
785	92
787	98
402	294
1933	54
349	353
682	74
338	146
373	209
342	136
1443	43
1790	42
350	342
155	448
2998	18
32	737
1056	62
352	391
111	1182
194	411
224	446
204	292
335	125
25	2506
202	627
1772	54
708	48
1554	86
1373	29
454	314
485	177
266	457
1884	52
56	1645
650	97
1970	27
1275	85
2	3163
649	231
210	318
375	179
722	185
630	161
301	261
119	629
1571	68
2003	22
4001	4
2536	9
2157	21
489	122
5051	7
216	363
572	161
1418	57
98	743
144	273
1942	34
3848	1
391	262
2250	45
743	99
636	169
804	164
1142	30
1148	70
991	164
563	243
2128	21
1728	27
261	438
1924	65
4353	6
2103	22
429	304
384	172
1444	63
1180	46
1239	38
984	74
253	248
943	48
678	179
669	151
530	113
1102	115
1679	20
2122	8
449	287
646	123
1538	53
420	279
497	218
1531	58
1167	125
1046	122
260	265
432	133
136	365
973	55
1150	144
598	163
293	450
2082	60
734	85
76	917
1364	37
1009	126
286	334
820	83
1959	27
676	118
1501	45
2330	52
2159	60
1461	39
1569	70
2228	8
404	180
2541	7
1824	65
180	212
665	84
105	1154
1284	76
109	916
2125	23
869	72
128	979
776	127
597	130
171	732
1378	36
1309	93
2073	37
347	170
1752	19
2134	90
2332	17
405	217
139	453
339	377
30	1607
733	71
116	727
1455	40
184	410
677	64
456	52
720	33
1415	32
537	75
791	92
219	343
4502	1
538	103
706	78
2333	19
856	113
389	383
329	302
439	153
3543	7
2018	16
958	32
683	189
1435	9
738	76
870	70
300	335
314	334
1658	71
1445	67
652	68
2685	19
3569	2
654	147
1088	27
2184	29
1826	21
965	38
1226	36
585	117
1854	14
1062	23
1715	33
2161	15
789	63
837	110
1198	42
3554	6
3095	3
401	95
2544	22
332	113
529	49
310	266
1385	34
159	396
4057	1
826	10
1151	50
1927	51
1228	44
91	970
987	81
2690	10
993	24
298	177
199	714
2700	8
3035	24
281	523
1465	26
245	288
700	174
2337	23
1659	63
417	227
2165	42
770	87
657	208
1169	121
651	106
1397	90
1381	61
1359	51
1594	81
2104	24
1126	73
910	61
213	523
1660	54
190	537
1940	26
2482	15
1119	62
2024	27
473	172
1882	44
2325	30
164	609
271	388
1583	50
1089	114
70	1045
2692	10
207	432
2688	31
152	176
482	63
1090	23
2353	12
514	233
151	393
780	149
1792	65
3621	4
1847	54
1781	32
195	445
135	543
270	390
2695	10
2785	11
1839	25
684	81
661	51
603	118
476	94
1580	83
467	177
4366	11
3026	19
681	51
346	293
1042	60
2339	25
1395	33
2693	23
2698	28
191	255
1384	34
2385	7
1157	103
1069	40
83	603
1735	9
850	151
679	183
368	317
1845	68
1311	106
535	82
124	638
729	114
818	104
825	192
2166	10
638	158
185	486
626	249
419	229
1067	102
1467	47
1260	24
1302	58
2050	41
2341	10
1222	59
3922	4
1099	148
2708	29
994	177
1917	38
340	323
1582	78
2167	32
912	280
427	306
2357	22
1114	143
3755	4
1748	36
77	1458
3866	6
583	255
487	323
1446	107
2044	10
3431	2
1543	63
2355	11
2126	15
1806	39
1671	56
2309	36
1454	9
1529	23
534	53
471	114
1842	67
613	251
1849	68
2701	14
1251	69
1657	27
1420	30
1289	75
740	111
510	95
640	186
2704	4
1515	15
855	223
1208	81
629	142
4495	6
926	120
571	230
2706	9
628	118
3231	3
1155	55
1844	52
3564	4
896	69
149	756
758	98
1261	65
2420	21
1662	112
1112	181
548	218
3683	4
655	245
1292	103
2055	62
840	14
1510	31
1312	81
844	85
594	105
239	579
446	285
2305	65
228	225
344	245
1663	11
2614	19
1545	118
2248	52
1447	47
766	138
2170	46
1716	50
377	102
458	83
2285	24
2311	24
3182	8
494	88
1022	53
465	349
1064	21
1661	60
1045	51
237	376
1717	12
801	155
1179	89
1173	33
343	151
274	231
243	282
2600	10
1262	13
1730	13
127	449
888	78
1585	8
1190	87
3770	2
302	165
1103	65
1264	26
2022	18
1574	20
877	61
921	112
914	27
3712	2
2106	36
1877	77
1857	88
1256	136
2348	11
2672	20
2350	17
480	143
2227	52
447	166
3052	8
1881	55
1396	31
674	125
1875	27
3603	1
3723	2
637	61
1796	6
627	107
1789	51
1495	76
834	10
4359	8
1196	38
1399	59
688	112
273	410
304	310
2620	21
1205	74
3355	6
1958	81
2049	74
1965	47
1568	42
1586	64
1718	12
726	69
989	128
696	84
2226	30
418	253
2015	64
1206	42
1833	24
1852	63
833	87
1201	14
1805	79
4968	3
903	80
2352	39
246	207
1867	10
1247	54
1838	15
635	75
760	48
292	436
932	120
1609	84
2322	30
2534	37
123	686
43	1297
131	972
396	304
1500	50
1967	47
2450	41
2151	17
816	129
1823	64
126	892
2354	15
1430	72
1968	50
486	163
2182	8
1754	29
1964	78
1957	31
2408	4
2173	36
1689	24
3766	5
1721	43
1152	127
983	126
499	177
3738	1
2174	40
3737	5
1252	76
2119	19
1299	47
317	179
2063	35
1712	27
1794	38
1390	72
1664	32
3243	5
2455	37
361	165
747	73
1883	19
3297	1
779	22
1923	13
1890	18
1027	27
1779	19
927	99
3728	4
751	83
1041	52
3781	5
710	36
409	124
3786	1
223	451
1588	17
772	31
3783	2
2718	9
2245	71
88	690
1098	115
1479	25
138	558
2356	30
2543	5
1267	68
1722	45
1448	47
1171	73
2371	25
1612	63
1272	124
2127	65
1354	30
923	117
1971	41
774	135
862	159
1755	26
99	494
1934	31
1123	74
3596	1
1293	134
1071	87
1943	23
1654	54
3806	1
974	35
322	346
2722	22
970	93
2723	10
746	134
3508	8
949	60
1608	35
4307	1
1918	24
1761	36
1616	35
3894	1
3056	8
713	101
701	83
549	131
3186	9
4895	15
960	73
5076	15
928	140
849	108
1105	106
496	113
2088	37
1361	118
2254	47
3491	5
1107	80
2033	29
1821	49
939	63
2402	14
1411	48
2035	13
904	71
1885	67
2622	8
2272	28
1643	25
1339	15
883	65
3028	13
1120	78
1452	62
744	63
4885	4
814	89
1393	52
1265	46
692	88
617	77
2691	13
1853	46
1859	41
1343	51
1521	26
3833	3
601	201
4230	8
851	130
1969	80
3513	4
248	362
1520	27
359	130
907	77
1200	51
1532	32
3169	1
4979	10
610	126
824	109
940	62
1709	17
4279	2
3500	2
2373	15
599	115
2344	26
1096	13
944	39
532	78
160	381
1416	25
2237	28
4092	6
1480	42
517	242
1666	49
2558	41
2636	20
1831	53
934	132
221	106
1533	19
1648	79
593	137
2808	6
3460	1
3740	2
1850	74
374	279
1558	87
3757	3
658	71
3322	8
2552	10
809	27
307	383
1091	58
905	42
1225	30
1277	30
4892	8
362	220
3314	1
1972	17
1305	36
2175	35
3702	2
1070	16
488	102
4901	6
2068	15
5091	5
2479	15
2261	38
592	187
2628	8
3867	7
1321	103
196	506
3800	4
1976	45
3872	1
1623	59
539	158
3873	1
4242	1
2292	45
442	240
1011	58
660	51
872	43
1333	121
1542	101
4011	6
3369	7
3106	7
4167	16
3354	3
2257	43
1579	113
453	383
2176	25
2573	22
3123	5
2716	16
192	273
1028	27
3184	4
3888	1
1097	83
2525	11
2085	35
1055	71
502	187
2727	6
512	224
1798	26
63	793
547	90
2429	2
645	58
2603	8
608	99
240	497
269	456
2278	43
197	768
3681	9
606	65
2123	65
4284	4
2729	12
2124	43
247	238
1837	64
2079	23
444	118
1066	27
413	270
843	86
2589	14
933	80
1828	31
4115	4
1431	49
924	108
4110	12
2099	47
4905	11
666	181
1595	22
3157	1
3884	1
4404	1
3300	1
596	72
2295	16
707	34
4051	1
1211	42
1638	31
2755	9
2319	16
3165	1
1692	53
1803	66
2323	30
4517	16
1887	14
524	120
1213	60
1291	51
831	114
1116	35
187	134
2730	2
917	29
3054	6
644	72
887	44
1318	43
1476	39
846	108
1149	82
1143	110
2451	12
3913	1
4742	2
4183	6
1706	42
3577	6
1954	18
1084	25
367	288
3189	13
2177	31
1199	42
3083	5
3649	5
1387	80
1499	21
1974	18
604	136
1723	14
1858	15
698	139
4669	5
2560	72
1285	22
230	156
1362	32
1391	30
436	307
1888	13
2876	3
2231	18
899	135
972	74
498	123
1474	40
1835	32
794	66
4567	2
5107	3
1966	40
1085	103
864	99
3408	4
2683	29
1913	59
845	89
1757	28
705	41
4987	17
2734	2
2090	18
3645	6
2345	18
754	65
2608	9
493	88
1371	25
832	39
1147	40
4437	1
1330	52
1936	21
1061	47
704	130
3768	2
1880	28
664	97
2364	7
2725	11
1294	73
727	84
503	167
2297	11
415	201
1669	41
861	82
1132	48
313	244
823	49
1453	67
741	147
2193	21
416	175
951	47
2365	23
1207	26
1346	66
1181	38
1758	31
625	44
1570	56
1774	25
767	104
1685	28
3414	3
1241	53
4837	6
670	77
1767	5
363	145
1503	37
2434	26
624	98
702	39
852	134
890	59
2366	11
716	41
4173	1
1599	46
443	141
2367	3
1930	24
2440	6
3788	4
3963	11
1559	47
2255	42
1301	86
568	250
4287	13
1024	44
3039	30
2368	30
5085	1
1307	56
479	188
448	169
1164	35
515	98
3370	3
331	289
1174	83
1820	92
2064	40
2260	73
714	69
1576	85
1037	98
3586	4
3769	2
3973	1
3895	6
2743	6
1848	44
2229	36
2745	8
2746	7
2436	17
3489	6
5008	3
3704	11
3592	20
3885	3
2338	11
2731	20
3975	1
3984	5
3161	8
2370	25
452	143
1249	35
1266	23
3402	8
1349	19
2779	7
3965	2
963	42
3004	3
440	41
2198	12
1135	22
1985	17
1631	4
2372	5
2107	9
1115	64
477	148
2160	31
995	109
1784	21
2441	13
4013	2
977	116
653	94
1104	68
874	24
1413	43
871	88
412	276
815	25
1394	35
2084	35
2528	12
1910	38
1182	24
2222	23
1573	50
2380	26
1376	77
42	691
1636	34
2750	8
2751	5
1382	23
1110	96
3997	4
781	97
2847	5
4124	7
2668	21
1255	67
4473	9
4896	6
1948	23
1015	99
390	117
2697	5
1313	180
1684	46
1745	16
2477	36
3734	16
3259	1
2752	11
3711	1
737	77
620	95
4004	7
320	82
4009	2
3396	1
5089	9
595	59
2181	3
3745	2
1485	27
790	29
3530	4
308	138
673	195
1315	42
980	28
2219	37
771	72
1220	41
1227	38
4176	6
2670	15
573	73
2375	12
4015	1
441	132
3876	6
1922	42
2403	24
276	148
827	26
4018	3
580	31
1414	64
3177	5
3663	19
1388	58
1811	32
513	71
1404	24
4022	9
920	71
1146	73
2057	11
2404	17
1563	73
769	115
1977	32
3320	1
1209	40
2757	16
2026	34
1656	28
360	162
1230	33
3715	2
1891	14
1565	25
4999	4
2758	8
1322	35
1725	9
1686	10
725	49
2247	24
1564	18
1234	17
956	30
2211	24
2076	16
2686	6
214	450
1546	65
1907	32
2760	5
1412	23
2411	17
2377	14
3710	4
334	130
2062	24
2378	14
1332	52
2178	16
2414	9
607	142
1250	68
1978	32
1981	18
1270	41
4601	1
2379	18
1973	46
3027	16
2629	19
2078	61
922	93
763	64
3754	12
1611	67
2269	46
3424	8
1154	37
1986	10
2171	49
2075	43
2582	20
2817	17
2025	34
2637	9
1128	43
1753	38
2096	45
1458	60
125	426
2053	52
2152	25
3486	7
181	319
5092	1
1737	9
1131	20
1217	58
997	128
2108	12
2027	86
2764	17
3236	13
1624	45
4059	1
1310	70
2590	7
1598	76
1410	70
2013	24
929	112
1304	10
509	203
1355	11
975	60
2273	34
2382	7
4614	4
2765	6
998	135
728	107
1916	62
948	85
2575	17
2401	5
1059	52
1982	41
1436	55
3506	7
3527	6
1645	32
4801	12
2080	27
2625	27
4072	7
1425	22
2619	23
2405	29
966	23
1279	19
1367	44
1368	75
4334	2
1760	14
1793	32
2113	32
1980	2
2383	5
4102	10
886	31
2256	6
4086	1
1763	47
355	181
1886	73
1892	50
3467	3
492	80
2179	15
694	93
3127	4
879	90
4513	1
3658	1
4864	5
4097	6
761	22
2129	14
2032	18
3512	5
1822	53
267	111
1202	39
4104	1
4105	1
1238	60
1482	35
1935	14
1331	40
1113	48
2071	15
1219	77
1788	71
2602	14
1379	20
2861	12
689	71
798	121
968	108
2183	36
3234	1
1762	19
3272	3
2652	19
3560	3
2028	11
4113	6
2386	5
3591	3
4117	2
1941	20
2632	7
1677	41
1597	55
4119	2
2772	9
481	147
957	102
2388	14
1363	3
3579	8
954	26
1606	86
1906	16
4125	5
2109	43
863	79
588	130
1893	13
2029	36
1278	33
1541	64
4134	1
3529	4
1271	21
735	113
2467	7
1799	65
1129	36
1708	17
1649	39
2389	15
2110	15
1522	13
2093	25
4061	9
3509	6
739	54
1403	89
1491	100
2776	22
2774	1
2713	38
457	406
4145	10
4143	1
1589	77
1945	23
408	272
4131	5
1352	37
1032	70
1463	48
2089	31
4424	3
961	42
1534	38
2268	16
1268	32
1003	18
2351	56
3031	6
1920	20
1894	10
2111	14
1184	40
4142	1
1007	32
542	94
2392	18
2391	12
2172	60
3371	4
2390	5
1747	45
3192	11
1353	15
2816	7
978	70
839	104
1749	38
2780	4
5066	3
768	25
1756	26
2394	22
4160	1
2185	34
4162	3
4666	2
2140	43
1681	14
4886	3
4914	5
1047	32
2281	31
2507	16
5088	5
2822	11
2572	13
3675	1
2002	31
421	340
1530	38
2289	77
1627	24
1932	13
540	93
2781	13
1405	61
2145	65
1020	63
1494	43
4168	10
3993	4
2461	25
2599	33
1732	26
1766	13
4171	1
2640	20
2266	18
805	88
3233	9
2329	13
2782	24
1366	52
2098	36
3792	4
2306	43
732	88
1295	67
5068	18
2094	77
2656	5
5064	4
1417	46
3686	14
3032	9
2659	16
2397	16
1626	22
3257	15
2010	26
1687	12
1035	91
2058	19
1946	50
806	80
4187	4
867	37
2784	13
709	148
848	88
1324	105
2315	34
2012	58
4189	3
1477	39
5096	1
1502	32
2556	47
4017	3
5113	8
2102	30
612	39
1780	12
1507	24
1392	29
1380	72
1282	21
1602	17
5065	1
3365	1
1739	36
4161	1
3374	3
1651	88
2825	10
911	56
2180	10
1672	25
3171	7
2399	29
3869	5
2400	10
918	34
2694	14
1074	35
1185	20
1053	33
2786	16
3025	41
4613	11
2787	8
1080	54
3240	4
2189	24
945	10
2039	9
4600	4
1674	26
3942	2
2527	5
1801	22
955	58
1861	16
4039	1
5108	1
788	45
1895	25
1675	6
4357	3
4330	3
4536	2
4310	3
2023	46
472	80
1872	25
3344	13
3747	2
1377	5
1676	51
1562	76
3040	2
2532	12
1000	64
2709	9
762	56
749	95
1587	45
3205	1
2790	6
1490	21
3864	2
2014	37
5044	13
2030	16
2327	42
4211	4
1342	35
1830	40
4787	6
3471	2
1456	34
2320	39
1054	33
3287	4
1468	52
4899	7
1557	42
1506	29
1647	26
2284	11
2303	27
3996	3
4216	1
1457	22
2542	18
1818	57
2234	29
2715	34
2360	27
3080	4
711	53
1158	27
4530	4
2432	8
1086	51
2654	9
2792	3
1641	37
1524	11
3306	7
2791	8
4777	7
4149	3
1450	35
1814	47
1983	5
2531	6
2471	10
2186	9
3262	4
1953	72
1424	22
1083	46
3650	5
1871	19
2581	13
1628	20
5078	14
1286	33
3041	23
3030	7
5094	14
3423	9
4044	3
1743	75
2276	33
1855	48
3630	2
4076	1
2187	5
4120	2
4585	6
3336	14
4031	3
1433	32
2246	21
1919	32
1194	29
2651	7
600	50
4983	18
2040	3
1010	57
4817	12
1678	35
1851	51
981	109
1039	53
1750	8
3121	3
1701	17
3387	4
2105	36
1668	35
2409	1
4235	4
5047	9
587	89
1889	29
2452	14
1297	69
565	65
1897	40
1005	24
1193	75
2777	10
3633	1
2615	22
2410	30
2595	6
2875	3
1108	74
1117	14
1484	10
541	50
1975	18
1900	9
1014	39
1984	18
2794	2
3062	3
4966	1
2017	32
4243	1
2795	1
567	185
898	90
3511	11
2415	26
3024	3
1726	3
1680	18
1012	10
2412	16
857	76
3682	4
3211	4
1879	70
3118	2
4246	1
4276	2
2369	23
1804	36
5067	22
2188	17
1130	46
1139	19
959	29
1719	66
3390	3
2739	10
4935	7
2778	14
4380	3
1604	28
2797	11
1898	25
564	115
1434	41
1162	16
2798	7
5005	1
2191	25
2574	16
3228	6
1156	36
1937	18
5039	8
3643	1
1928	22
4247	13
1386	21
3758	3
3969	2
1768	14
724	27
1547	59
2514	29
2799	19
2559	42
860	126
1478	58
783	178
4741	5
4026	3
881	115
1751	34
2086	32
976	67
2800	3
2279	31
1347	34
1670	21
3376	2
4563	8
810	111
3367	8
2747	3
1048	31
1300	27
378	69
1908	50
2748	17
4058	4
2019	11
1567	51
1459	17
3284	6
3840	15
5093	9
4042	2
4159	7
3176	4
3448	4
4043	8
3241	6
2604	4
1166	92
3260	3
4234	1
504	72
3673	4
4186	3
5071	15
1314	55
4265	1
4224	4
1360	52
2714	11
2020	31
1710	17
2804	3
2387	5
2805	7
3417	3
1527	20
942	37
2069	29
2243	19
952	29
1348	14
2169	33
2806	22
4268	6
1912	83
1617	23
2788	5
4269	1
2807	8
3533	4
4127	4
3130	1
4271	1
622	26
1904	31
2417	14
1060	21
2579	4
1682	19
2249	67
3809	4
1653	42
2418	11
3977	5
3493	4
4499	1
4278	1
1281	9
2118	4
1432	29
556	89
1263	69
3043	18
2419	6
2639	22
2051	21
1221	36
2537	16
2872	4
3947	1
1232	33
4497	4
1186	25
4025	1
3487	1
2964	5
2396	31
1572	39
3142	2
3798	5
1068	7
4581	7
1212	40
759	49
5061	15
897	127
4292	3
1683	9
2413	9
1274	72
382	157
4299	4
2810	3
1033	20
2374	4
3477	5
2066	28
4754	3
4301	3
1057	32
4303	3
4356	7
4610	9
2316	22
2587	11
4305	1
4180	1
1466	26
1496	25
1961	59
2312	28
3898	2
1002	8
2812	3
4297	1
4309	1
1802	72
1140	17
2593	6
786	52
2813	8
4312	8
2362	38
1899	29
5111	2
2424	3
1817	27
753	57
1034	90
2425	6
2762	8
1629	23
3878	8
2814	4
3133	13
2426	7
2815	6
1475	26
3785	6
2972	8
1555	50
3595	2
3610	3
2427	6
2606	3
470	32
2321	19
764	20
884	69
4970	2
2236	11
2070	14
3787	7
3008	6
4169	6
999	16
3772	4
962	20
1021	55
5082	6
3481	8
2819	18
1618	57
3143	3
2092	33
1652	74
2821	13
925	53
1427	83
2952	4
1673	42
723	26
1246	36
3212	5
1549	8
2192	24
3507	6
1040	35
3433	7
4331	2
1866	29
1905	33
5024	1
2428	7
4593	5
4545	1
2197	68
1561	46
4335	7
2823	4
1350	29
2021	26
3744	4
4067	3
2824	5
3372	3
2416	27
1829	20
3983	4
1218	34
5040	3
3590	1
2294	27
2047	4
2738	9
2699	10
1827	36
1862	39
495	36
2826	2
1141	56
3762	5
4340	2
2827	9
531	26
2524	6
2617	10
941	74
4648	3
3113	11
2433	29
835	143
4542	1
2212	14
878	86
2828	14
2252	16
2535	9
2162	30
1800	29
5034	5
946	39
1591	67
4347	1
2220	17
1550	21
2435	14
1237	16
1601	73
1106	100
1449	17
1921	8
996	60
2218	18
1575	50
680	85
2154	21
3827	1
1473	58
4991	16
1791	57
3537	11
2045	8
3285	3
3288	1
2679	9
3851	8
3237	2
1197	71
2041	25
3197	1
736	90
1073	28
3672	5
3313	3
4930	2
4665	3
2566	10
2097	23
2443	12
3124	3
2829	8
3548	2
1863	24
2314	11
4398	5
3303	6
4360	7
2334	16
475	199
4608	12
1949	23
3606	8
2067	19
4364	5
1273	41
3483	7
3668	7
1535	14
950	14
1731	26
5019	1
5041	1
3291	4
3733	2
1153	31
2296	32
2720	7
4866	5
1782	11
500	28
2594	22
3817	8
3721	6
3278	4
1864	3
3961	3
2437	20
3388	12
4531	6
3724	3
1287	16
873	37
1471	16
2830	9
1508	54
2801	3
1997	14
2578	12
3956	1
3896	3
1370	42
550	107
1989	23
2832	5
2833	7
2462	17
3542	6
3270	1
4270	2
4426	7
5056	5
2008	39
2736	5
4146	3
1556	18
2359	35
3968	11
2267	11
4375	1
2116	33
507	59
2836	11
882	73
1619	20
372	126
2439	17
828	51
2837	7
1815	18
697	26
2565	17
3045	15
3029	13
1775	12
2838	1
1956	38
4376	1
3834	3
1630	11
2666	10
4378	5
3122	5
2034	8
2065	32
2265	25
2215	11
1323	64
4383	1
3496	9
1896	30
3674	2
2626	15
2627	23
3469	7
4308	2
3862	2
4475	16
1486	55
2442	9
3296	2
4984	3
3716	5
1988	26
3568	3
1276	13
2117	3
1462	9
4617	1
4275	10
4711	1
1335	9
2077	15
2301	26
4063	11
3619	1
3334	1
2841	6
1093	30
4041	12
2658	5
1511	20
1023	44
4288	3
4391	4
3709	3
1483	29
4392	3
2259	8
2981	5
2840	2
1902	7
3492	6
1316	44
2846	18
2194	32
4961	1
1637	21
1625	25
1991	11
1438	26
4394	1
4395	1
2842	12
1870	6
3980	6
1992	18
5060	3
1036	70
2444	7
1383	22
1513	15
2857	5
1865	13
