cluster_id,cp_level_x,cp_level_x.1,cp_level_x.2,cp_level_x.3,cp_r_citing_zero_x,cp_r_citing_zero_x.1,cp_r_citing_zero_x.2,cp_r_citing_zero_x.3,cp_r_citing_nonzero_x,cp_r_citing_nonzero_x.1,cp_r_citing_nonzero_x.2,cp_r_citing_nonzero_x.3,tr_citing_x,tr_citing_x.1,tr_citing_x.2,tr_citing_x.3,cp_r_cited_zero_x,cp_r_cited_zero_x.1,cp_r_cited_zero_x.2,cp_r_cited_zero_x.3,cp_r_cited_nonzero_x,cp_r_cited_nonzero_x.1,cp_r_cited_nonzero_x.2,cp_r_cited_nonzero_x.3,tr_cited_x,tr_cited_x.1,tr_cited_x.2,tr_cited_x.3,cp_level_y,cp_level_y.1,cp_level_y.2,cp_level_y.3,cp_r_citing_zero_y,cp_r_citing_zero_y.1,cp_r_citing_zero_y.2,cp_r_citing_zero_y.3,cp_r_citing_nonzero_y,cp_r_citing_nonzero_y.1,cp_r_citing_nonzero_y.2,cp_r_citing_nonzero_y.3,tr_citing_y,tr_citing_y.1,tr_citing_y.2,tr_citing_y.3,cp_r_cited_zero_y,cp_r_cited_zero_y.1,cp_r_cited_zero_y.2,cp_r_cited_zero_y.3,cp_r_cited_nonzero_y,cp_r_cited_nonzero_y.1,cp_r_cited_nonzero_y.2,cp_r_cited_nonzero_y.3,tr_cited_y,tr_cited_y.1,tr_cited_y.2,tr_cited_y.3,network_degree,network_degree.1,network_degree.2,network_degree.3,network_indegree,network_indegree.1,network_indegree.2,network_indegree.3,network_outdegree,network_outdegree.1,network_outdegree.2,network_outdegree.3,cluster_degree,cluster_degree.1,cluster_degree.2,cluster_degree.3,cluster_indegree,cluster_indegree.1,cluster_indegree.2,cluster_indegree.3,cluster_outdegree,cluster_outdegree.1,cluster_outdegree.2,cluster_outdegree.3,node_count,edge_count,edge_density
,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum,min,max,,,0.0
Cluster_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
240,4.185185185185185,113,0,20,2.3703703703703702,64,0,5,1.8148148148148149,49,0,15,3.6666666666666665,99,0,42,2.2222222222222223,60,0,19,1.962962962962963,53,0,10,4.0,108,0,18,2.3703703703703702,64.0,0.0,9.0,1.3333333333333333,36.0,0.0,3.0,1.037037037037037,28.0,0.0,7.0,2.2222222222222223,60.0,0.0,20.0,1.4814814814814814,40.0,0.0,8.0,0.8888888888888888,24.0,0.0,7.0,1.962962962962963,53.0,0.0,15.0,9.333333333333334,252,1,21,4.185185185185185,113,0,20,5.148148148148148,139,0,15,3.5555555555555554,96.0,1.0,9.0,1.8148148148148149,49.0,0.0,8.0,1.7407407407407407,47.0,0.0,6.0,27.0,63.0,0.1794871794871795
241,3.111111111111111,84,0,19,1.9259259259259258,52,0,7,1.1851851851851851,32,0,13,2.2962962962962963,62,0,39,2.1481481481481484,58,0,8,0.9629629629629629,26,0,12,1.9259259259259258,52,0,28,1.4444444444444444,39.0,0.0,7.0,1.0,27.0,0.0,4.0,0.4444444444444444,12.0,0.0,4.0,0.5555555555555556,15.0,0.0,7.0,1.2592592592592593,34.0,0.0,5.0,0.18518518518518517,5.0,0.0,2.0,0.2222222222222222,6.0,0.0,2.0,7.555555555555555,204,2,35,3.111111111111111,84,0,19,4.444444444444445,120,0,16,2.68,67.0,1.0,12.0,1.24,31.0,0.0,10.0,1.44,36.0,0.0,5.0,27.0,36.0,0.10256410256410256
242,5.666666666666667,153,0,25,2.962962962962963,80,0,14,2.7037037037037037,73,0,17,4.444444444444445,120,0,31,3.740740740740741,101,0,25,1.9259259259259258,52,0,10,3.2962962962962963,89,0,21,3.260869565217391,75.0,0.0,12.0,1.5217391304347827,35.0,0.0,4.0,1.7391304347826086,40.0,0.0,9.0,2.6956521739130435,62.0,0.0,14.0,2.0869565217391304,48.0,0.0,12.0,1.173913043478261,27.0,0.0,6.0,2.260869565217391,52.0,0.0,12.0,9.62962962962963,260,1,33,5.666666666666667,153,0,25,3.962962962962963,107,0,12,3.0,69.0,1.0,6.0,1.565217391304348,36.0,0.0,4.0,1.434782608695652,33.0,0.0,4.0,27.0,53.0,0.150997150997151
243,4.62962962962963,125,0,38,2.7037037037037037,73,0,19,1.9259259259259258,52,0,19,3.1481481481481484,85,0,35,2.925925925925926,79,0,38,1.7037037037037037,46,0,9,3.2962962962962963,89,0,14,1.962962962962963,53.0,0.0,14.0,1.0740740740740742,29.0,0.0,6.0,0.8888888888888888,24.0,0.0,9.0,1.4074074074074074,38.0,0.0,17.0,1.1851851851851851,32.0,0.0,14.0,0.7777777777777778,21.0,0.0,6.0,1.1481481481481481,31.0,0.0,6.0,9.62962962962963,260,1,38,4.62962962962963,125,0,38,5.0,135,0,20,3.1666666666666665,76.0,1.0,7.0,1.625,39.0,0.0,7.0,1.5416666666666667,37.0,0.0,6.0,27.0,49.0,0.1396011396011396
244,5.814814814814815,157,0,19,2.814814814814815,76,0,10,3.0,81,0,14,5.814814814814815,157,0,36,2.4074074074074074,65,0,12,3.4074074074074074,92,0,16,5.962962962962963,161,0,21,3.3333333333333335,90.0,0.0,11.0,1.5925925925925926,43.0,0.0,5.0,1.7407407407407407,47.0,0.0,9.0,3.1481481481481484,85.0,0.0,27.0,1.4444444444444444,39.0,0.0,10.0,1.8888888888888888,51.0,0.0,9.0,3.074074074074074,83.0,0.0,14.0,11.592592592592593,313,2,25,5.814814814814815,157,0,19,5.777777777777778,156,0,14,4.703703703703703,127.0,1.0,11.0,2.5925925925925926,70.0,0.0,9.0,2.111111111111111,57.0,0.0,7.0,27.0,86.0,0.245014245014245
245,5.576923076923077,145,0,22,3.1538461538461537,82,0,11,2.423076923076923,63,0,14,4.846153846153846,126,0,50,2.076923076923077,54,0,15,3.5,91,0,19,7.384615384615385,192,0,30,2.0,52.0,0.0,10.0,1.1538461538461537,30.0,0.0,4.0,0.8461538461538461,22.0,0.0,8.0,1.4615384615384615,38.0,0.0,20.0,1.2307692307692308,32.0,0.0,10.0,0.7692307692307693,20.0,0.0,8.0,1.1923076923076923,31.0,0.0,8.0,10.461538461538462,272,2,26,5.576923076923077,145,0,22,4.884615384615385,127,0,10,4.1923076923076925,109.0,1.0,14.0,2.269230769230769,59.0,0.0,13.0,1.9230769230769231,50.0,0.0,7.0,26.0,46.0,0.14153846153846153
246,2.8461538461538463,74,0,11,1.6923076923076923,44,0,5,1.1538461538461537,30,0,7,1.5,39,0,9,1.9615384615384615,51,0,10,0.8846153846153846,23,0,3,1.1538461538461537,30,0,6,1.5769230769230769,41.0,0.0,7.0,1.0,26.0,0.0,4.0,0.5769230769230769,15.0,0.0,5.0,0.7692307692307693,20.0,0.0,7.0,1.0769230769230769,28.0,0.0,6.0,0.5,13.0,0.0,2.0,0.6923076923076923,18.0,0.0,4.0,6.115384615384615,159,1,16,2.8461538461538463,74,0,11,3.269230769230769,85,0,15,2.6153846153846154,68.0,1.0,5.0,1.2307692307692308,32.0,0.0,5.0,1.3846153846153846,36.0,0.0,4.0,26.0,47.0,0.14461538461538462
247,2.1153846153846154,55,0,12,1.6538461538461537,43,0,7,0.46153846153846156,12,0,5,0.7307692307692307,19,0,8,1.3461538461538463,35,0,6,0.7692307692307693,20,0,8,1.1923076923076923,31,0,9,1.5,39.0,0.0,8.0,1.1923076923076923,31.0,0.0,5.0,0.3076923076923077,8.0,0.0,3.0,0.5769230769230769,15.0,0.0,6.0,0.7692307692307693,20.0,0.0,4.0,0.7307692307692307,19.0,0.0,8.0,1.0384615384615385,27.0,0.0,8.0,5.346153846153846,139,1,20,2.1153846153846154,55,0,12,3.230769230769231,84,0,16,2.5416666666666665,61.0,1.0,8.0,1.125,27.0,0.0,7.0,1.4166666666666667,34.0,0.0,6.0,26.0,40.0,0.12307692307692308
248,3.2,80,0,10,2.36,59,0,9,0.84,21,0,3,1.04,26,0,4,2.52,63,0,10,0.68,17,0,4,1.12,28,0,8,1.84,46.0,0.0,6.0,1.28,32.0,0.0,6.0,0.56,14.0,0.0,2.0,0.76,19.0,0.0,4.0,1.52,38.0,0.0,6.0,0.32,8.0,0.0,2.0,0.52,13.0,0.0,6.0,5.8,145,1,17,3.2,80,0,10,2.6,65,0,11,2.869565217391304,66.0,1.0,7.0,1.4782608695652173,34.0,0.0,4.0,1.391304347826087,32.0,0.0,6.0,25.0,43.0,0.14333333333333334
249,2.0,50,0,15,1.6,40,0,10,0.4,10,0,5,0.48,12,0,7,1.6,40,0,15,0.4,10,0,2,0.44,11,0,2,1.32,33.0,0.0,11.0,1.0,25.0,0.0,6.0,0.32,8.0,0.0,5.0,0.4,10.0,0.0,7.0,1.0,25.0,0.0,11.0,0.32,8.0,0.0,2.0,0.36,9.0,0.0,2.0,5.28,132,1,19,2.0,50,0,15,3.28,82,0,7,2.24,56.0,1.0,6.0,1.0,25.0,0.0,6.0,1.24,31.0,0.0,4.0,25.0,37.0,0.12333333333333334
250,2.92,73,0,16,2.16,54,0,10,0.76,19,0,6,0.88,22,0,8,2.24,56,0,16,0.68,17,0,7,1.28,32,0,14,1.64,41.0,0.0,12.0,1.2,30.0,0.0,6.0,0.44,11.0,0.0,6.0,0.56,14.0,0.0,8.0,1.32,33.0,0.0,12.0,0.32,8.0,0.0,2.0,0.56,14.0,0.0,5.0,6.04,151,2,16,2.92,73,0,16,3.12,78,0,11,2.5,60.0,1.0,7.0,1.3333333333333333,32.0,0.0,7.0,1.1666666666666667,28.0,0.0,4.0,25.0,42.0,0.14
251,3.64,91,0,18,2.0,50,0,6,1.64,41,0,16,3.16,79,0,36,1.0,25,0,5,2.64,66,0,16,8.24,206,0,45,1.88,47.0,0.0,10.0,1.0,25.0,0.0,4.0,0.88,22.0,0.0,9.0,1.88,47.0,0.0,24.0,0.52,13.0,0.0,4.0,1.36,34.0,0.0,9.0,2.8,70.0,0.0,18.0,10.56,264,3,26,3.64,91,0,18,6.92,173,0,18,5.0,120.0,1.0,12.0,1.9583333333333333,47.0,0.0,10.0,3.0416666666666665,73.0,0.0,7.0,25.0,46.0,0.15333333333333332
252,3.08,77,0,12,1.72,43,0,7,1.36,34,0,9,2.6,65,0,21,1.72,43,0,11,1.36,34,0,9,3.48,87,0,20,1.76,44.0,0.0,9.0,1.0,25.0,0.0,5.0,0.76,19.0,0.0,7.0,1.36,34.0,0.0,15.0,0.92,23.0,0.0,8.0,0.84,21.0,0.0,7.0,1.44,36.0,0.0,10.0,7.36,184,1,17,3.08,77,0,12,4.28,107,0,11,3.3333333333333335,80.0,1.0,10.0,1.5416666666666667,37.0,0.0,9.0,1.7916666666666667,43.0,0.0,5.0,25.0,48.0,0.16
253,3.76,94,0,28,2.04,51,0,8,1.72,43,0,20,3.28,82,0,45,2.4,60,0,28,1.36,34,0,10,2.32,58,0,12,1.6,40.0,0.0,12.0,0.96,24.0,0.0,6.0,0.64,16.0,0.0,6.0,1.24,31.0,0.0,15.0,0.88,22.0,0.0,12.0,0.72,18.0,0.0,6.0,1.24,31.0,0.0,6.0,6.48,162,1,28,3.76,94,0,28,2.72,68,0,8,3.0476190476190474,64.0,1.0,7.0,1.5714285714285714,33.0,0.0,7.0,1.4761904761904763,31.0,0.0,6.0,25.0,42.0,0.14
254,2.84,71,0,16,1.68,42,0,7,1.16,29,0,10,2.0,50,0,20,1.36,34,0,12,1.48,37,0,11,2.68,67,0,18,1.84,46.0,0.0,8.0,1.08,27.0,0.0,4.0,0.76,19.0,0.0,7.0,1.24,31.0,0.0,13.0,0.8,20.0,0.0,6.0,1.04,26.0,0.0,7.0,1.76,44.0,0.0,12.0,6.0,150,1,22,2.84,71,0,16,3.16,79,0,11,3.5714285714285716,75.0,1.0,8.0,1.7619047619047619,37.0,0.0,7.0,1.8095238095238095,38.0,0.0,5.0,25.0,51.0,0.17
255,6.32,158,0,16,2.4,60,0,6,3.92,98,0,13,9.08,227,0,43,2.56,64,0,11,3.76,94,0,11,8.76,219,0,29,4.545454545454546,100.0,0.0,13.0,1.4545454545454546,32.0,0.0,4.0,3.090909090909091,68.0,0.0,10.0,7.363636363636363,162.0,0.0,35.0,2.1363636363636362,47.0,0.0,8.0,2.409090909090909,53.0,0.0,9.0,5.7727272727272725,127.0,0.0,28.0,11.6,290,1,21,6.32,158,0,16,5.28,132,0,14,5.041666666666667,121.0,1.0,11.0,3.125,75.0,0.0,10.0,1.9166666666666667,46.0,0.0,7.0,25.0,59.0,0.19666666666666666
256,5.84,146,0,19,2.2,55,0,10,3.64,91,0,13,9.2,230,0,41,2.76,69,0,19,3.08,77,0,14,8.68,217,0,45,3.4166666666666665,82.0,0.0,11.0,1.0,24.0,0.0,3.0,2.4166666666666665,58.0,0.0,9.0,6.583333333333333,158.0,0.0,31.0,1.25,30.0,0.0,10.0,2.1666666666666665,52.0,0.0,9.0,6.333333333333333,152.0,0.0,22.0,12.0,300,1,48,5.84,146,0,19,6.16,154,0,32,7.380952380952381,155.0,2.0,12.0,3.857142857142857,81.0,0.0,10.0,3.5238095238095237,74.0,0.0,10.0,25.0,74.0,0.24666666666666667
257,3.68,92,0,19,2.2,55,0,6,1.48,37,0,14,2.08,52,0,20,2.24,56,0,15,1.44,36,0,5,4.08,102,0,27,1.72,43.0,0.0,7.0,1.04,26.0,0.0,3.0,0.68,17.0,0.0,4.0,0.96,24.0,0.0,7.0,1.12,28.0,0.0,6.0,0.6,15.0,0.0,4.0,1.0,25.0,0.0,9.0,10.8,270,1,27,3.68,92,0,19,7.12,178,0,23,3.3333333333333335,70.0,1.0,6.0,1.7142857142857142,36.0,0.0,6.0,1.619047619047619,34.0,0.0,4.0,25.0,47.0,0.15666666666666668
258,8.96,224,0,42,3.76,94,0,10,5.2,130,0,33,10.6,265,0,87,4.44,111,0,27,4.52,113,0,22,9.52,238,0,40,4.16,104.0,0.0,17.0,1.4,35.0,0.0,4.0,2.76,69.0,0.0,15.0,5.88,147.0,0.0,47.0,1.88,47.0,0.0,17.0,2.28,57.0,0.0,12.0,5.24,131.0,0.0,20.0,15.92,398,2,44,8.96,224,0,42,6.96,174,0,19,6.208333333333333,149.0,1.0,14.0,3.25,78.0,0.0,14.0,2.9583333333333335,71.0,0.0,7.0,25.0,84.0,0.28
259,2.32,58,0,21,1.88,47,0,15,0.44,11,0,6,0.56,14,0,8,1.88,47,0,17,0.44,11,0,4,0.68,17,0,7,1.28,32.0,0.0,12.0,1.0,25.0,0.0,8.0,0.28,7.0,0.0,4.0,0.32,8.0,0.0,4.0,1.04,26.0,0.0,12.0,0.24,6.0,0.0,2.0,0.24,6.0,0.0,2.0,5.08,127,1,29,2.32,58,0,21,2.76,69,0,9,1.7727272727272727,39.0,1.0,5.0,0.9545454545454546,21.0,0.0,5.0,0.8181818181818182,18.0,0.0,2.0,25.0,36.0,0.12
260,6.68,167,0,38,2.64,66,0,8,4.04,101,0,31,9.72,243,0,111,3.08,77,0,26,3.6,90,0,22,8.52,213,0,36,3.3333333333333335,80.0,0.0,15.0,1.25,30.0,0.0,3.0,2.0833333333333335,50.0,0.0,14.0,4.583333333333333,110.0,0.0,39.0,1.25,30.0,0.0,15.0,2.0833333333333335,50.0,0.0,13.0,4.625,111.0,0.0,23.0,14.64,366,3,43,6.68,167,0,38,7.96,199,0,20,6.208333333333333,149.0,1.0,15.0,3.0416666666666665,73.0,0.0,13.0,3.1666666666666665,76.0,0.0,7.0,25.0,81.0,0.27
261,2.2916666666666665,55,0,8,1.4166666666666667,34,0,5,0.875,21,0,5,1.2916666666666667,31,0,10,1.5,36,0,8,0.7916666666666666,19,0,3,1.6666666666666667,40,0,8,1.9090909090909092,42.0,0.0,8.0,1.0,22.0,0.0,3.0,0.9090909090909091,20.0,0.0,5.0,1.3636363636363635,30.0,0.0,10.0,1.0909090909090908,24.0,0.0,8.0,0.8181818181818182,18.0,0.0,3.0,1.3636363636363635,30.0,0.0,6.0,6.125,147,1,17,2.2916666666666665,55,0,8,3.8333333333333335,92,0,17,3.7142857142857144,78.0,1.0,7.0,1.8095238095238095,38.0,0.0,7.0,1.9047619047619047,40.0,0.0,6.0,24.0,43.0,0.15579710144927536
262,3.4583333333333335,83,0,10,1.5,36,0,5,1.9583333333333333,47,0,8,3.4583333333333335,83,0,17,1.75,42,0,10,1.7083333333333333,41,0,8,3.5,84,0,17,2.5833333333333335,62.0,0.0,7.0,0.875,21.0,0.0,2.0,1.7083333333333333,41.0,0.0,6.0,3.1666666666666665,76.0,0.0,14.0,1.1666666666666667,28.0,0.0,7.0,1.4166666666666667,34.0,0.0,6.0,3.125,75.0,0.0,17.0,6.791666666666667,163,1,17,3.4583333333333335,83,0,10,3.3333333333333335,80,0,10,5.3478260869565215,123.0,1.0,12.0,2.6956521739130435,62.0,0.0,7.0,2.652173913043478,61.0,0.0,9.0,24.0,65.0,0.23550724637681159
263,3.0416666666666665,73,0,8,2.2083333333333335,53,0,7,0.8333333333333334,20,0,5,1.0,24,0,7,1.5416666666666667,37,0,7,1.5,36,0,6,2.4583333333333335,59,0,9,1.2916666666666667,31.0,0.0,4.0,0.875,21.0,0.0,2.0,0.4166666666666667,10.0,0.0,2.0,0.5,12.0,0.0,3.0,0.9583333333333334,23.0,0.0,4.0,0.3333333333333333,8.0,0.0,2.0,0.375,9.0,0.0,2.0,7.708333333333333,185,1,16,3.0416666666666665,73,0,8,4.666666666666667,112,0,13,2.130434782608696,49.0,1.0,5.0,1.1304347826086956,26.0,0.0,3.0,1.0,23.0,0.0,3.0,24.0,31.0,0.11231884057971014
264,5.25,126,0,36,2.2083333333333335,53,0,10,3.0416666666666665,73,0,31,8.208333333333334,197,0,96,2.4583333333333335,59,0,36,2.7916666666666665,67,0,21,5.791666666666667,139,0,50,2.739130434782609,63.0,0.0,20.0,1.1304347826086956,26.0,0.0,4.0,1.608695652173913,37.0,0.0,19.0,4.0,92.0,0.0,58.0,1.3478260869565217,31.0,0.0,20.0,1.391304347826087,32.0,0.0,13.0,3.0,69.0,0.0,24.0,8.791666666666666,211,1,36,5.25,126,0,36,3.5416666666666665,85,0,11,3.111111111111111,56.0,1.0,11.0,2.111111111111111,38.0,0.0,10.0,1.0,18.0,0.0,3.0,24.0,48.0,0.17391304347826086
265,3.5217391304347827,81,0,29,2.0869565217391304,48,0,13,1.434782608695652,33,0,16,2.391304347826087,55,0,31,2.0434782608695654,47,0,29,1.4782608695652173,34,0,11,2.3043478260869565,53,0,11,2.0,46.0,0.0,13.0,1.1304347826086956,26.0,0.0,4.0,0.8695652173913043,20.0,0.0,9.0,1.608695652173913,37.0,0.0,22.0,0.9565217391304348,22.0,0.0,13.0,1.0434782608695652,24.0,0.0,8.0,1.608695652173913,37.0,0.0,8.0,6.826086956521739,157,2,29,3.5217391304347827,81,0,29,3.3043478260869565,76,0,12,3.260869565217391,75.0,1.0,10.0,1.608695652173913,37.0,0.0,10.0,1.6521739130434783,38.0,0.0,5.0,23.0,45.0,0.17786561264822134
266,2.782608695652174,64,0,14,1.9130434782608696,44,0,7,0.8695652173913043,20,0,7,1.0434782608695652,24,0,10,1.8695652173913044,43,0,8,0.9130434782608695,21,0,6,1.3043478260869565,30,0,8,1.608695652173913,37.0,0.0,7.0,1.173913043478261,27.0,0.0,4.0,0.43478260869565216,10.0,0.0,3.0,0.4782608695652174,11.0,0.0,4.0,0.9565217391304348,22.0,0.0,5.0,0.6521739130434783,15.0,0.0,3.0,0.8260869565217391,19.0,0.0,4.0,5.869565217391305,135,1,18,2.782608695652174,64,0,14,3.0869565217391304,71,0,10,2.217391304347826,51.0,1.0,4.0,1.0869565217391304,25.0,0.0,4.0,1.1304347826086956,26.0,0.0,4.0,23.0,35.0,0.1383399209486166
267,3.608695652173913,83,0,15,2.0434782608695654,47,0,5,1.565217391304348,36,0,10,2.8260869565217392,65,0,19,1.608695652173913,37,0,6,2.0,46,0,11,4.217391304347826,97,0,20,1.826086956521739,42.0,0.0,9.0,0.8695652173913043,20.0,0.0,2.0,0.9565217391304348,22.0,0.0,7.0,1.6521739130434783,38.0,0.0,14.0,0.9130434782608695,21.0,0.0,9.0,0.9130434782608695,21.0,0.0,4.0,1.6956521739130435,39.0,0.0,12.0,10.869565217391305,250,1,30,3.608695652173913,83,0,15,7.260869565217392,167,0,21,3.3636363636363638,74.0,1.0,7.0,1.5909090909090908,35.0,0.0,5.0,1.7727272727272727,39.0,0.0,6.0,23.0,47.0,0.1857707509881423
268,3.0869565217391304,71,0,11,1.565217391304348,36,0,5,1.5217391304347827,35,0,8,2.652173913043478,61,0,17,1.7826086956521738,41,0,11,1.3043478260869565,30,0,6,2.347826086956522,54,0,11,2.260869565217391,52.0,0.0,10.0,1.0434782608695652,24.0,0.0,3.0,1.2173913043478262,28.0,0.0,8.0,2.1739130434782608,50.0,0.0,16.0,1.0434782608695652,24.0,0.0,6.0,1.2173913043478262,28.0,0.0,6.0,2.1739130434782608,50.0,0.0,11.0,6.521739130434782,150,1,19,3.0869565217391304,71,0,11,3.4347826086956523,79,0,13,4.2,84.0,1.0,8.0,2.1,42.0,0.0,7.0,2.1,42.0,0.0,5.0,23.0,53.0,0.20948616600790515
269,2.391304347826087,55,0,8,1.608695652173913,37,0,4,0.782608695652174,18,0,5,0.8695652173913043,20,0,6,1.7826086956521738,41,0,7,0.6086956521739131,14,0,3,0.9565217391304348,22,0,5,1.4782608695652173,34.0,0.0,5.0,1.0869565217391304,25.0,0.0,3.0,0.391304347826087,9.0,0.0,3.0,0.4782608695652174,11.0,0.0,4.0,1.0869565217391304,25.0,0.0,5.0,0.391304347826087,9.0,0.0,2.0,0.4782608695652174,11.0,0.0,3.0,4.826086956521739,111,1,14,2.391304347826087,55,0,8,2.4347826086956523,56,0,11,2.227272727272727,49.0,1.0,4.0,1.0454545454545454,23.0,0.0,4.0,1.1818181818181819,26.0,0.0,3.0,23.0,38.0,0.15019762845849802
270,3.1739130434782608,73,0,12,1.7826086956521738,41,0,6,1.391304347826087,32,0,7,1.9565217391304348,45,0,12,2.391304347826087,55,0,12,0.782608695652174,18,0,5,1.2173913043478262,28,0,8,1.434782608695652,33.0,0.0,6.0,0.8260869565217391,19.0,0.0,4.0,0.6086956521739131,14.0,0.0,5.0,0.6956521739130435,16.0,0.0,5.0,1.1304347826086956,26.0,0.0,4.0,0.30434782608695654,7.0,0.0,2.0,0.43478260869565216,10.0,0.0,3.0,6.130434782608695,141,1,15,3.1739130434782608,73,0,12,2.9565217391304346,68,0,10,2.3636363636363638,52.0,1.0,4.0,1.0909090909090908,24.0,0.0,3.0,1.2727272727272727,28.0,0.0,3.0,23.0,36.0,0.1422924901185771
271,2.272727272727273,50,0,12,1.6363636363636365,36,0,7,0.6363636363636364,14,0,5,0.6363636363636364,14,0,5,1.7727272727272727,39,0,10,0.5,11,0,3,0.5454545454545454,12,0,3,1.2727272727272727,28.0,0.0,6.0,0.9545454545454546,21.0,0.0,4.0,0.3181818181818182,7.0,0.0,2.0,0.3181818181818182,7.0,0.0,2.0,1.0454545454545454,23.0,0.0,6.0,0.22727272727272727,5.0,0.0,2.0,0.2727272727272727,6.0,0.0,2.0,4.954545454545454,109,1,17,2.272727272727273,50,0,12,2.6818181818181817,59,0,11,2.0,42.0,1.0,4.0,1.0476190476190477,22.0,0.0,4.0,0.9523809523809523,20.0,0.0,3.0,22.0,30.0,0.12987012987012986
272,2.1818181818181817,48,0,10,1.7727272727272727,39,0,9,0.4090909090909091,9,0,3,0.45454545454545453,10,0,4,1.5909090909090908,35,0,6,0.5909090909090909,13,0,4,0.8181818181818182,18,0,4,1.2272727272727273,27.0,0.0,4.0,1.0454545454545454,23.0,0.0,4.0,0.18181818181818182,4.0,0.0,2.0,0.18181818181818182,4.0,0.0,2.0,1.1363636363636365,25.0,0.0,4.0,0.09090909090909091,2.0,0.0,1.0,0.18181818181818182,4.0,0.0,2.0,5.2727272727272725,116,1,13,2.1818181818181817,48,0,10,3.090909090909091,68,0,10,2.3636363636363638,52.0,1.0,5.0,1.0,22.0,0.0,3.0,1.3636363636363635,30.0,0.0,4.0,22.0,29.0,0.12554112554112554
273,5.2727272727272725,116,0,25,3.0,66,0,11,2.272727272727273,50,0,14,3.6818181818181817,81,0,25,3.1363636363636362,69,0,25,2.1363636363636362,47,0,9,4.909090909090909,108,0,31,1.8181818181818181,40.0,0.0,7.0,1.1818181818181819,26.0,0.0,5.0,0.6363636363636364,14.0,0.0,5.0,0.8181818181818182,18.0,0.0,7.0,1.0909090909090908,24.0,0.0,7.0,0.7272727272727273,16.0,0.0,6.0,1.3636363636363635,30.0,0.0,17.0,10.409090909090908,229,1,25,5.2727272727272725,116,0,25,5.136363636363637,113,0,13,3.3,66.0,1.0,7.0,2.05,41.0,0.0,7.0,1.25,25.0,0.0,4.0,22.0,36.0,0.15584415584415584
274,4.2272727272727275,93,0,19,1.9545454545454546,43,0,12,2.272727272727273,50,0,16,3.727272727272727,82,0,24,2.590909090909091,57,0,19,1.6363636363636365,36,0,12,3.6363636363636362,80,0,25,1.3333333333333333,28.0,0.0,8.0,0.8571428571428571,18.0,0.0,4.0,0.47619047619047616,10.0,0.0,4.0,0.7142857142857143,15.0,0.0,8.0,0.8095238095238095,17.0,0.0,8.0,0.5238095238095238,11.0,0.0,3.0,0.8095238095238095,17.0,0.0,4.0,7.818181818181818,172,1,27,4.2272727272727275,93,0,19,3.590909090909091,79,0,13,2.25,45.0,1.0,5.0,1.15,23.0,0.0,5.0,1.1,22.0,0.0,4.0,22.0,33.0,0.14285714285714285
275,3.272727272727273,72,0,14,1.7272727272727273,38,0,6,1.5454545454545454,34,0,11,2.409090909090909,53,0,25,1.4090909090909092,31,0,9,1.8636363636363635,41,0,9,3.8181818181818183,84,0,23,1.45,29.0,0.0,9.0,0.8,16.0,0.0,3.0,0.65,13.0,0.0,8.0,0.85,17.0,0.0,11.0,0.6,12.0,0.0,4.0,0.85,17.0,0.0,7.0,2.1,42.0,0.0,16.0,9.090909090909092,200,2,31,3.272727272727273,72,0,14,5.818181818181818,128,0,17,2.590909090909091,57.0,1.0,6.0,1.1363636363636365,25.0,0.0,4.0,1.4545454545454546,32.0,0.0,5.0,22.0,33.0,0.14285714285714285
276,2.772727272727273,61,0,9,1.8181818181818181,40,0,7,0.9545454545454546,21,0,5,1.5909090909090908,35,0,9,1.9090909090909092,42,0,9,0.8636363636363636,19,0,5,2.227272727272727,49,0,15,1.5909090909090908,35.0,0.0,6.0,1.0454545454545454,23.0,0.0,4.0,0.5454545454545454,12.0,0.0,4.0,0.9090909090909091,20.0,0.0,7.0,1.1363636363636365,25.0,0.0,6.0,0.45454545454545453,10.0,0.0,4.0,1.0909090909090908,24.0,0.0,10.0,6.818181818181818,150,1,18,2.772727272727273,61,0,9,4.045454545454546,89,0,13,3.272727272727273,72.0,1.0,8.0,1.5454545454545454,34.0,0.0,5.0,1.7272727272727273,38.0,0.0,7.0,22.0,35.0,0.15151515151515152
