cluster_id,nodes_in_cluster,intra_cluster_edges
270,29,92
271,29,179
272,29,102
273,29,154
274,29,102
275,29,118
276,29,82
277,29,106
278,29,162
279,28,118
280,28,109
281,28,126
282,28,98
283,28,109
284,28,140
285,27,91
286,27,78
287,27,89
288,27,104
289,27,97
290,27,123
291,27,108
292,27,120
293,27,75
294,27,79
295,27,118
296,27,150
297,26,87
298,26,72
299,26,79
300,26,105
301,26,97
302,26,78
303,26,81
304,26,62
305,26,98
306,26,104
307,26,159
308,26,99
309,25,70
310,25,69
311,25,92
312,25,78
313,25,66
314,25,63
315,25,97
316,25,98
317,25,56
318,25,84
319,25,125
320,25,104
321,24,78
322,24,53
323,24,62
324,24,84
325,24,80
326,24,89
327,24,84
328,24,95
329,24,99
330,24,73
331,24,97
332,24,86
333,23,84
334,23,68
335,23,60
336,23,76
337,23,65
338,23,72
339,23,76
340,23,77
341,23,70
342,23,57
343,23,83
344,23,105
345,23,69
346,23,82
347,23,93
348,23,85
349,23,81
350,23,87
351,23,90
352,22,48
353,22,61
354,22,47
355,22,55
356,22,55
357,22,59
358,22,68
359,22,59
360,22,62
361,22,59
362,22,71
363,22,68
364,22,79
365,22,92
366,22,70
367,22,67
368,22,85
369,22,80
370,22,133
371,21,49
372,21,44
373,21,45
374,21,47
375,21,61
376,21,58
377,21,56
378,21,70
379,21,45
380,21,51
381,21,54
382,21,47
383,21,44
384,21,68
385,21,64
386,21,36
387,21,55
388,21,49
389,21,72
390,21,59
391,21,95
392,21,65
393,21,56
394,21,80
395,21,90
396,21,56
397,21,67
398,21,59
399,21,54
400,21,66
401,21,69
402,21,61
403,21,64
404,21,70
405,21,74
406,21,81
407,20,51
408,20,59
409,20,46
410,20,45
411,20,49
412,20,47
413,20,49
414,20,66
415,20,51
416,20,43
417,20,56
418,20,61
419,20,59
420,20,52
421,20,49
422,20,71
423,20,23
424,20,49
425,20,64
426,20,95
427,20,43
428,20,94
429,20,61
430,20,83
431,20,63
432,20,41
433,20,72
434,20,65
435,20,53
436,20,78
437,19,30
438,19,36
439,19,35
440,19,36
441,19,40
442,19,36
443,19,37
444,19,51
445,19,38
446,19,37
447,19,53
448,19,31
449,19,48
450,19,48
451,19,52
452,19,52
453,19,58
454,19,44
455,19,43
456,19,36
457,19,40
458,19,63
459,18,33
460,18,41
461,18,49
462,18,39
463,18,41
464,18,48
465,18,53
466,18,51
467,18,32
468,18,45
469,18,38
470,18,46
471,18,39
472,18,50
473,18,54
474,18,48
475,18,43
476,18,62
477,18,33
478,18,31
479,18,44
480,18,45
481,18,35
482,18,53
483,18,43
484,18,62
485,18,61
486,18,51
487,18,41
488,18,53
489,18,64
490,18,64
491,17,37
492,17,37
493,17,34
494,17,44
495,17,43
496,17,36
497,17,41
498,17,43
499,17,34
500,17,47
501,17,38
502,17,40
503,17,39
504,17,36
505,17,52
506,17,52
507,17,53
508,17,35
509,17,39
510,17,51
511,17,33
512,17,41
513,17,32
514,17,33
515,17,46
516,17,43
517,16,26
518,16,43
519,16,29
520,16,32
521,16,39
522,16,29
523,16,30
524,16,30
525,16,35
526,16,35
527,16,32
528,16,25
529,16,30
530,16,42
531,16,36
532,16,32
533,16,21
534,16,27
535,16,36
536,16,25
537,16,38
538,16,32
539,16,32
540,16,65
541,16,43
542,16,28
543,16,34
544,16,56
545,15,25
546,15,34
547,15,27
548,15,34
549,15,28
550,15,30
551,15,31
552,15,26
553,15,23
554,15,29
555,15,28
556,15,29
557,15,25
558,15,37
559,15,29
560,15,43
561,15,39
562,15,28
563,15,41
564,15,32
565,15,31
566,15,42
567,15,31
568,15,36
569,15,36
570,15,33
571,15,59
572,15,35
573,14,24
574,14,30
575,14,24
576,14,30
577,14,32
578,14,36
579,14,27
580,14,19
581,14,26
582,14,25
583,14,23
584,14,22
585,14,23
586,14,29
587,14,29
588,14,34
589,14,34
590,14,28
591,14,35
592,14,23
593,14,22
594,14,42
595,14,30
596,14,28
597,14,19
598,14,29
599,14,23
600,14,31
601,14,22
602,14,35
603,14,31
604,14,38
605,14,49
606,14,43
607,14,33
608,14,47
609,13,20
610,13,25
611,13,18
612,13,26
613,13,21
614,13,25
615,13,19
616,13,22
617,13,21
618,13,21
619,13,29
620,13,28
621,13,24
622,13,32
623,13,26
624,13,21
625,13,36
626,13,31
627,13,27
628,13,18
629,13,36
630,13,28
631,13,31
632,13,28
633,13,19
634,13,21
635,13,25
636,13,36
637,13,40
638,13,34
639,13,31
640,13,23
641,13,21
642,12,21
643,12,21
644,12,21
645,12,22
646,12,13
647,12,19
648,12,16
649,12,24
650,12,17
651,12,21
652,12,17
653,12,21
654,12,22
655,12,27
656,12,15
657,12,16
658,12,24
659,12,17
660,12,24
661,12,32
662,12,16
663,12,19
664,12,39
665,12,16
666,12,36
667,12,22
668,12,27
669,12,22
670,12,19
671,12,20
672,12,24
673,12,21
674,12,20
675,12,19
676,12,18
677,12,12
678,12,28
679,12,29
680,12,26
681,12,20
682,12,14
683,12,26
684,12,25
685,12,19
686,12,15
687,12,16
688,12,15
689,12,18
690,12,23
691,12,18
692,12,20
693,12,18
694,12,16
695,11,26
696,11,16
697,11,17
698,11,17
699,11,16
700,11,20
701,11,20
702,11,20
703,11,17
704,11,11
705,11,16
706,11,13
707,11,18
708,11,18
709,11,17
710,11,15
711,11,18
712,11,14
713,11,17
714,11,15
715,11,24
716,11,13
717,11,13
718,11,18
719,11,21
720,11,17
721,11,19
722,11,14
723,11,17
724,11,19
725,11,20
726,11,19
727,11,16
728,11,22
729,11,11
730,11,21
731,11,20
732,11,25
733,11,19
734,11,17
735,11,15
736,11,25
737,11,16
738,11,19
739,11,21
740,11,17
741,11,21
742,11,18
743,11,21
744,11,28
745,11,25
746,11,18
747,11,24
748,11,20
749,11,19
750,11,19
751,11,20
752,11,11
753,11,12
754,11,13
755,11,24
756,11,15
757,11,18
758,11,23
759,11,26
760,11,14
761,11,10
762,10,12
763,10,12
764,10,11
765,10,15
766,10,12
767,10,14
768,10,25
769,10,14
770,10,15
771,10,17
772,10,12
773,10,17
774,10,10
775,10,13
776,10,12
777,10,15
778,10,15
779,10,15
780,10,16
781,10,20
782,10,13
783,10,11
784,10,17
785,10,17
786,10,14
787,10,19
788,10,20
789,10,15
790,10,10
791,10,15
792,10,12
793,10,11
794,10,19
795,10,19
796,10,23
797,10,13
798,10,16
799,10,11
800,10,15
801,10,13
802,10,11
803,10,15
804,10,11
805,10,16
806,10,14
807,10,11
808,10,26
809,10,12
810,10,14
811,10,14
812,10,14
813,10,16
814,10,12
815,10,15
816,10,14
817,10,17
818,10,16
819,10,18
820,10,13
821,10,13
822,10,18
823,10,20
824,10,18
825,10,15
826,10,15
827,10,13
828,10,11
829,10,14
830,10,15
831,10,14
832,10,14
833,10,17
834,10,15
835,10,26
836,10,18
837,10,20
838,9,12
839,9,13
840,9,14
841,9,12
842,9,8
843,9,12
844,9,11
845,9,15
846,9,9
847,9,11
848,9,10
849,9,12
850,9,10
851,9,10
852,9,16
853,9,11
854,9,17
855,9,12
856,9,9
857,9,12
858,9,12
859,9,9
860,9,11
861,9,13
862,9,14
863,9,16
864,9,14
865,9,12
866,9,12
867,9,8
868,9,8
869,9,16
870,9,14
871,9,10
872,9,14
873,9,9
874,9,10
875,9,17
876,9,16
877,9,13
878,9,13
879,9,15
880,9,13
881,9,12
882,9,13
883,9,14
884,9,8
885,9,16
886,9,15
887,9,11
888,9,13
889,9,10
890,9,10
891,9,12
892,9,13
893,9,10
894,9,12
895,9,8
896,9,8
897,9,10
898,9,9
899,9,15
900,9,10
901,9,9
902,9,15
903,9,21
904,9,10
905,9,10
906,9,14
907,9,8
908,9,11
909,9,11
910,9,10
911,9,8
912,9,20
913,9,14
914,9,13
915,9,14
916,9,10
917,9,10
918,9,10
919,9,8
920,9,11
921,9,9
922,9,9
923,9,20
924,9,13
925,9,15
926,9,16
927,9,14
928,9,12
929,9,15
930,9,19
931,9,10
932,9,10
933,9,22
934,9,11
935,9,9
936,9,21
937,9,10
938,9,9
939,9,8
940,9,14
941,9,27
942,9,8
943,9,24
944,8,10
945,8,11
946,8,8
947,8,9
948,8,11
949,8,13
950,8,9
951,8,7
952,8,7
953,8,7
954,8,9
955,8,9
956,8,7
957,8,14
958,8,8
959,8,10
960,8,12
961,8,7
962,8,8
963,8,17
964,8,14
965,8,8
966,8,8
967,8,10
968,8,10
969,8,7
970,8,8
971,8,10
972,8,9
973,8,14
974,8,8
975,8,9
976,8,15
977,8,13
978,8,11
979,8,8
980,8,14
981,8,9
982,8,12
983,8,11
984,8,9
985,8,8
986,8,9
987,8,12
988,8,11
989,8,10
990,8,10
991,8,9
992,8,9
993,8,7
994,8,7
995,8,7
996,8,9
997,8,9
998,8,7
999,8,13
1000,8,15
1001,8,10
1002,8,16
1003,8,10
1004,8,8
1005,8,10
1006,8,9
1007,8,10
1008,8,9
1009,8,7
1010,8,9
1011,8,7
1012,8,8
1013,8,10
1014,8,9
1015,8,7
1016,8,8
1017,8,8
1018,8,9
1019,8,8
1020,8,16
1021,8,12
1022,8,14
1023,8,12
1024,8,9
1025,8,12
1026,8,10
1027,8,16
1028,8,18
1029,8,7
1030,8,8
1031,8,7
1032,8,8
1033,8,7
1034,8,11
1035,8,10
1036,8,7
1037,8,7
1038,8,12
1039,8,9
1040,8,7
1041,8,10
1042,8,13
1043,8,13
1044,7,7
1045,7,17
1046,7,6
1047,7,9
1048,7,7
1049,7,8
1050,7,8
1051,7,8
1052,7,9
1053,7,10
1054,7,7
1055,7,10
1056,7,8
1057,7,6
1058,7,8
1059,7,9
1060,7,7
1061,7,9
1062,7,7
1063,7,8
1064,7,7
1065,7,6
1066,7,9
1067,7,7
1068,7,9
1069,7,6
1070,7,7
1071,7,7
1072,7,6
1073,7,6
1074,7,7
1075,7,7
1076,7,7
1077,7,6
1078,7,10
1079,7,10
1080,7,9
1081,7,7
1082,7,7
1083,7,8
1084,7,8
1085,7,8
1086,7,9
1087,7,9
1088,7,10
1089,7,8
1090,7,6
1091,7,7
1092,7,6
1093,7,7
1094,7,6
1095,7,7
1096,7,6
1097,7,8
1098,7,8
1099,7,7
1100,7,13
1101,7,6
1102,7,8
1103,7,9
1104,7,13
1105,7,9
1106,7,12
1107,7,8
1108,7,7
1109,7,6
1110,7,11
1111,7,10
1112,7,10
1113,7,6
1114,7,9
1115,7,6
1116,7,8
1117,7,6
1118,7,8
1119,7,13
1120,7,13
1121,7,11
1122,7,7
1123,7,14
1124,7,9
1125,7,10
1126,7,7
1127,7,6
1128,7,7
1129,7,6
1130,7,8
1131,7,12
1132,7,6
1133,7,6
1134,7,14
1135,7,8
1136,7,8
1137,7,8
1138,7,9
1139,7,11
1140,7,6
1141,7,7
1142,7,6
1143,7,6
1144,7,6
1145,7,8
1146,7,11
1147,7,10
1148,7,10
1149,7,7
1150,7,8
1151,7,15
1152,7,11
1153,7,6
1154,6,5
1155,6,6
1156,6,6
1157,6,5
1158,6,5
1159,6,5
1160,6,6
1161,6,6
1162,6,7
1163,6,6
1164,6,5
1165,6,5
1166,6,7
1167,6,7
1168,6,7
1169,6,6
1170,6,5
1171,6,7
1172,6,9
1173,6,5
1174,6,5
1175,6,6
1176,6,6
1177,6,6
1178,6,9
1179,6,7
1180,6,8
1181,6,6
1182,6,6
1183,6,5
1184,6,7
1185,6,5
1186,6,5
1187,6,5
1188,6,9
1189,6,8
1190,6,8
1191,6,6
1192,6,6
1193,6,6
1194,6,5
1195,6,6
1196,6,5
1197,6,5
1198,6,5
1199,6,6
1200,6,7
1201,6,8
1202,6,8
1203,6,8
1204,6,9
1205,6,7
1206,6,11
1207,6,5
1208,6,5
1209,6,7
1210,6,8
1211,6,5
1212,6,5
1213,6,7
1214,6,8
1215,6,6
1216,6,5
1217,6,5
1218,6,5
1219,6,6
1220,6,7
1221,6,5
1222,6,7
1223,6,6
1224,6,8
1225,6,5
1226,6,7
1227,6,5
1228,6,5
1229,6,6
1230,6,8
1231,6,5
1232,6,5
1233,6,5
1234,6,7
1235,6,9
1236,6,6
1237,6,6
1238,6,9
1239,6,5
1240,6,7
1241,6,9
1242,6,9
1243,6,5
1244,6,6
1245,6,5
1246,6,9
1247,6,9
1248,6,7
1249,6,7
1250,6,8
1251,6,10
1252,6,5
1253,6,5
1254,6,5
1255,6,5
1256,6,9
1257,6,5
1258,5,5
1259,5,5
1260,5,4
1261,5,4
1262,5,4
1263,5,4
1264,5,4
1265,5,5
1266,5,4
1267,5,4
1268,5,4
1269,5,4
1270,5,4
1271,5,4
1272,5,7
1273,5,6
1274,5,5
1275,5,4
1276,5,6
1277,5,5
1278,5,5
1279,5,5
1280,5,5
1281,5,5
1282,5,5
1283,5,8
1284,5,5
1285,5,4
1286,5,4
1287,5,7
1288,5,8
1289,5,6
1290,5,5
1291,5,7
1292,5,8
1293,5,4
1294,5,6
1295,5,5
1296,5,4
1297,5,5
1298,5,5
1299,5,4
1300,5,4
1301,5,4
1302,5,4
1303,5,4
1304,5,4
1305,5,5
1306,5,4
1307,5,4
1308,5,5
1309,5,4
1310,5,4
1311,5,4
1312,5,4
1313,5,5
1314,5,4
1315,5,5
1316,5,4
1317,5,4
1318,5,5
1319,5,4
1320,5,4
1321,5,4
1322,5,4
1323,5,4
1324,5,4
1325,5,4
1326,5,4
1327,5,5
1328,5,5
1329,5,5
1330,5,5
1331,5,4
1332,5,4
1333,5,5
1334,5,9
1335,5,7
1336,5,5
1337,5,4
1338,5,4
1339,5,4
1340,5,4
1341,5,5
1342,5,5
1343,5,4
1344,5,4
1345,5,4
1346,5,5
1347,5,4
1348,5,4
1349,5,5
1350,5,4
1351,5,4
1352,5,7
1353,5,5
1354,5,5
1355,5,7
1356,5,4
1357,5,4
1358,5,4
1359,5,4
1360,5,8
1361,5,4
1362,5,8
1363,5,7
1364,5,6
1365,5,4
1366,5,4
1367,5,5
1368,5,4
1369,5,4
1370,5,4
1371,5,4
1372,5,6
1373,5,4
1374,5,5
1375,5,5
1376,4,3
1377,4,3
1378,4,4
1379,4,3
1380,4,3
1381,4,4
1382,4,3
1383,4,3
1384,4,4
1385,4,5
1386,4,3
1387,4,4
1388,4,3
1389,4,4
1390,4,3
1391,4,4
1392,4,3
1393,4,3
1394,4,4
1395,4,4
1396,4,4
1397,4,5
1398,4,5
1399,4,3
1400,4,3
1401,4,3
1402,4,3
1403,4,3
1404,4,4
1405,4,3
1406,4,3
1407,4,3
1408,4,3
1409,4,3
1410,4,3
1411,4,3
1412,4,3
1413,4,3
1414,4,3
1415,4,3
1416,4,3
1417,4,3
1418,4,3
1419,4,3
1420,4,3
1421,4,3
1422,4,3
1423,4,4
1424,4,4
1425,4,3
1426,4,4
1427,4,3
1428,4,4
1429,4,5
1430,4,4
1431,4,4
1432,4,3
1433,4,4
1434,4,4
1435,4,3
1436,4,3
1437,4,3
1438,4,3
1439,4,3
1440,4,3
1441,4,3
1442,4,3
1443,4,3
1444,4,4
1445,4,4
1446,4,4
1447,4,3
1448,4,4
1449,4,4
1450,4,4
1451,4,3
1452,4,3
1453,4,3
1454,4,3
1455,4,3
1456,4,4
1457,4,3
1458,4,3
1459,4,3
1460,4,5
1461,4,3
1462,4,3
1463,4,3
1464,4,3
1465,4,6
1466,4,5
1467,4,3
1468,4,6
1469,4,4
1470,4,6
1471,4,4
1472,4,3
1473,4,3
1474,4,3
1475,4,3
1476,4,3
1477,4,6
1478,4,6
1479,4,3
1480,4,3
1481,4,6
1482,4,6
1483,4,3
1484,4,3
1485,4,5
1486,4,3
1487,4,3
1488,4,3
1489,4,5
1490,4,6
1491,4,3
1492,4,3
1493,4,3
1494,4,4
1495,4,3
1496,4,3
1497,4,5
1498,4,3
1499,4,5
1500,3,2
1501,3,2
1502,3,2
1503,3,2
1504,3,2
1505,3,2
1506,3,2
1507,3,3
1508,3,2
1509,3,2
1510,3,2
1511,3,2
1512,3,2
1513,3,2
1514,3,2
1515,3,3
1516,3,3
1517,3,2
1518,3,2
1519,3,2
1520,3,2
1521,3,2
1522,3,3
1523,3,2
1524,3,2
1525,3,2
1526,3,3
1527,3,2
1528,3,2
1529,3,2
1530,3,2
1531,3,2
1532,3,3
1533,3,2
1534,3,2
1535,3,2
1536,3,2
1537,3,2
1538,3,2
1539,3,2
1540,3,2
1541,3,2
1542,3,2
1543,3,2
1544,3,2
1545,3,2
1546,3,3
1547,3,2
1548,3,3
1549,3,2
1550,3,2
1551,3,2
1552,3,2
1553,3,2
1554,3,2
1555,3,2
1556,3,2
1557,3,2
1558,3,3
1559,3,3
1560,3,2
1561,3,2
1562,3,2
1563,3,2
1564,3,2
1565,3,2
1566,3,2
1567,3,2
1568,3,2
1569,3,2
1570,3,2
1571,3,2
1572,3,2
1573,3,2
1574,3,3
1575,3,2
1576,3,2
1577,3,2
1578,3,2
1579,3,2
1580,3,2
1581,3,2
1582,3,2
1583,3,2
1584,3,2
1585,3,2
1586,3,2
1587,3,2
1588,3,2
1589,3,2
1590,3,3
1591,3,2
1592,3,2
1593,3,3
1594,3,2
1595,3,2
1596,3,2
1597,3,3
1598,3,2
1599,3,2
1600,3,2
1601,3,2
1602,3,2
1603,3,3
1604,3,2
1605,3,2
1606,3,3
1607,3,3
1608,3,2
1609,3,2
1610,3,2
1611,3,2
1612,3,3
1613,3,2
1614,3,3
1615,3,3
1616,3,2
1617,3,3
1618,3,2
1619,3,3
1620,3,2
1621,3,3
1622,3,2
1623,3,3
1624,3,2
1625,3,2
1626,3,2
1627,3,2
1628,3,2
1629,3,2
1630,3,2
1631,3,3
1632,3,2
1633,3,3
1634,3,3
1635,3,2
1636,3,2
1637,3,3
1638,3,3
1639,3,2
1640,3,2
1641,3,2
1642,3,2
1643,3,2
1644,3,2
1645,3,2
1646,3,2
1647,3,2
1648,3,2
1649,3,2
1650,3,3
1651,3,2
1652,3,2
1653,3,2
1654,3,2
1655,3,2
1656,3,2
1657,3,2
1658,3,2
1659,3,2
1660,3,2
1661,3,2
1662,3,2
1663,3,2
1664,3,2
1665,3,2
1666,3,2
1667,3,2
1668,3,2
1669,3,2
1670,3,2
1671,3,2
1672,2,1
1673,2,1
1674,2,1
1675,2,1
1676,2,1
1677,2,1
1678,2,1
1679,2,1
1680,2,1
1681,2,1
1682,2,1
1683,2,1
1684,2,1
1685,2,1
1686,2,1
1687,2,1
1688,2,1
1689,2,1
1690,2,1
1691,2,1
1692,2,1
1693,2,1
1694,2,1
1695,2,1
1696,2,1
1697,2,1
1698,2,1
1699,2,1
1700,2,1
1701,2,1
1702,2,1
1703,2,1
1704,2,1
1705,2,1
1706,2,1
1707,2,1
1708,2,1
1709,2,1
1710,2,1
1711,2,1
1712,2,1
1713,2,1
1714,2,1
1715,2,1
1716,2,1
1717,2,1
1718,2,1
1719,2,1
1720,2,1
1721,2,1
1722,2,1
1723,2,1
1724,2,1
1725,2,1
1726,2,1
1727,2,1
1728,2,1
1729,2,1
1730,2,1
1731,2,1
1732,2,1
1733,2,1
1734,2,1
1735,2,1
1736,2,1
1737,2,1
1738,2,1
1739,2,1
1740,2,1
1741,2,1
1742,2,1
1743,2,1
1744,2,1
1745,2,1
1746,2,1
1747,2,1
1748,2,1
1749,2,1
1750,2,1
1751,2,1
1752,2,1
1753,2,1
1754,2,1
1755,2,1
1756,2,1
1757,2,1
1758,2,1
1759,2,1
1760,2,1
1761,2,1
1762,2,1
1763,2,1
1764,2,1
1765,2,1
1766,2,1
1767,2,1
1768,2,1
1769,2,1
1770,2,1
1771,2,1
1772,2,1
1773,2,1
1774,2,1
1775,2,1
1776,2,1
1777,2,1
1778,2,1
1779,2,1
1780,2,1
1781,2,1
1782,2,1
1783,2,1
1784,2,1
1785,2,1
1786,2,1
1787,2,1
1788,2,1
1789,2,1
1790,2,1
1791,2,1
1792,2,1
1793,2,1
1794,2,1
1795,2,1
1796,2,1
1797,2,1
1798,2,1
1799,2,1
1800,2,1
1801,2,1
1802,2,1
1803,2,1
1804,2,1
1805,2,1
1806,2,1
1807,2,1
1808,2,1
1809,2,1
1810,2,1
1811,2,1
1812,2,1
1813,2,1
1814,2,1
1815,2,1
1816,2,1
1817,2,1
1818,2,1
1819,2,1
1820,2,1
1821,2,1
1822,2,1
1823,2,1
1824,2,1
1825,2,1
1826,2,1
1827,2,1
1828,2,1
1829,2,1
1830,2,1
1831,2,1
1832,2,1
1833,2,1
1834,2,1
1835,2,1
1836,2,1
1837,2,1
1838,2,1
1839,2,1
1840,2,1
1841,2,1
1842,2,1
1843,2,1
1844,2,1
1845,2,1
1846,2,1
1847,2,1
1848,2,1
1849,2,1
1850,2,1
1851,2,1
1852,2,1
1853,2,1
1854,2,1
1855,2,1
1856,2,1
1857,2,1
1858,2,1
1859,2,1
1860,2,1
1861,2,1
1862,2,1
1863,2,1
1864,2,1
1865,2,1
1866,2,1
1867,2,1
1868,2,1
1869,2,1
1870,2,1
1871,2,1
1872,2,1
1873,2,1
1874,2,1
1875,2,1
1876,2,1
1877,2,1
1878,2,1
1879,2,1
1880,2,1
1881,2,1
1882,2,1
1883,2,1
1884,2,1
1885,2,1
1886,2,1
1887,2,1
1888,2,1
1889,2,1
1890,2,1
1891,2,1
1892,2,1
1893,2,1
1894,2,1
1895,2,1
1896,2,1
1897,2,1
1898,2,1
1899,2,1
1900,2,1
1901,2,1
1902,2,1
1903,2,1
1904,2,1
1905,2,1
1906,2,1
1907,2,1
1908,2,1
1909,2,1
1910,2,1
1911,2,1
1912,2,1
1913,2,1
1914,2,1
1915,2,1
1916,2,1
1917,2,1
1918,2,1
1919,2,1
1920,2,1
1921,2,1
1922,2,1
1923,2,1
1924,2,1
1925,2,1
1926,2,1
1927,2,1
1928,2,1
1929,2,1
1930,2,1
1931,2,1
1932,2,1
1933,2,1
1934,2,1
1935,2,1
1936,2,1
1937,2,1
1938,2,1
1939,2,1
1940,2,1
1941,2,1
1942,2,1
1943,2,1
1944,2,1
1945,2,1
1946,2,1
1947,2,1
1948,2,1
1949,2,1
1950,2,1
1951,2,1
1952,2,1
1953,2,1
1954,2,1
1955,2,1
1956,2,1
1957,2,1
1958,2,1
1959,2,1
1960,2,1
1961,2,1
1962,2,1
1963,2,1
1964,2,1
1965,2,1
1966,2,1
1967,2,1
1968,2,1
1969,2,1
1970,2,1
1971,2,1
1972,2,1
1973,2,1
1974,2,1
1975,2,1
1976,2,1
1977,2,1
1978,2,1
1979,2,1
1980,2,1
1981,2,1
1982,2,1
1983,2,1
1984,2,1
1985,2,1
1986,2,1
1987,2,1
1988,2,1
1989,2,1
1990,2,1
1991,2,1
1992,2,1
1993,2,1
1994,2,1
1995,2,1
1996,2,1
1997,2,1
1998,2,1
1999,2,1
2000,2,1
2001,2,1
2002,2,1
2003,2,1
2004,2,1
2005,2,1
2006,2,1
2007,2,1
2008,2,1
2009,2,1
2010,2,1
2011,2,1
2012,2,1
2013,2,1
2014,1,0
2015,1,0
2016,1,0
2017,1,0
2018,1,0
2019,1,0
2020,1,0
2021,1,0
2022,1,0
2023,1,0
2024,1,0
2025,1,0
2026,1,0
2027,1,0
2028,1,0
2029,1,0
2030,1,0
2031,1,0
2032,1,0
2033,1,0
2034,1,0
2035,1,0
2036,1,0
2037,1,0
2038,1,0
2039,1,0
2040,1,0
2041,1,0
2042,1,0
2043,1,0
2044,1,0
2045,1,0
2046,1,0
2047,1,0
2048,1,0
2049,1,0
2050,1,0
2051,1,0
2052,1,0
2053,1,0
2054,1,0
2055,1,0
2056,1,0
2057,1,0
2058,1,0
2059,1,0
2060,1,0
2061,1,0
2062,1,0
2063,1,0
2064,1,0
2065,1,0
2066,1,0
2067,1,0
2068,1,0
2069,1,0
2070,1,0
2071,1,0
2072,1,0
2073,1,0
2074,1,0
2075,1,0
2076,1,0
2077,1,0
2078,1,0
2079,1,0
2080,1,0
2081,1,0
2082,1,0
2083,1,0
2084,1,0
2085,1,0
2086,1,0
2087,1,0
2088,1,0
2089,1,0
2090,1,0
2091,1,0
2092,1,0
2093,1,0
2094,1,0
2095,1,0
2096,1,0
2097,1,0
2098,1,0
2099,1,0
2100,1,0
2101,1,0
2102,1,0
2103,1,0
2104,1,0
2105,1,0
2106,1,0
2107,1,0
2108,1,0
2109,1,0
2110,1,0
2111,1,0
2112,1,0
2113,1,0
2114,1,0
2115,1,0
2116,1,0
2117,1,0
2118,1,0
2119,1,0
2120,1,0
2121,1,0
2122,1,0
2123,1,0
2124,1,0
2125,1,0
2126,1,0
2127,1,0
2128,1,0
