cluster_id,nodes_in_cluster,intra_cluster_edges
648,12,26
649,12,33
650,12,36
651,12,36
652,12,26
653,12,29
654,12,33
655,12,27
656,12,28
657,12,29
658,12,31
659,12,21
660,12,22
661,12,20
662,12,27
663,12,20
664,12,28
665,12,29
666,12,37
667,12,34
668,12,30
669,12,30
670,12,29
671,12,40
672,12,23
673,12,27
674,12,26
675,12,33
676,12,35
677,12,29
678,12,29
679,12,41
680,12,36
681,12,35
682,12,24
683,12,31
684,12,28
685,12,34
686,11,22
687,11,20
688,11,19
689,11,23
690,11,23
691,11,22
692,11,22
693,11,23
694,11,25
695,11,28
696,11,19
697,11,22
698,11,26
699,11,21
700,11,16
701,11,24
702,11,27
703,11,21
704,11,19
705,11,21
706,11,21
707,11,20
708,11,30
709,11,21
710,11,23
711,11,19
712,11,23
713,11,35
714,11,24
715,11,20
716,11,17
717,11,17
718,11,21
719,11,26
720,11,21
721,11,24
722,11,27
723,11,25
724,11,19
725,11,17
726,11,27
727,11,22
728,11,28
729,11,28
730,11,19
731,11,24
732,11,30
733,11,20
734,11,30
735,11,17
736,11,20
737,11,23
738,11,17
739,11,18
740,11,14
741,11,26
742,11,23
743,11,22
744,11,28
745,11,17
746,11,35
747,11,17
748,11,25
749,11,24
750,11,22
751,11,29
752,11,22
753,11,21
754,11,25
755,11,33
756,11,20
757,11,25
758,11,22
759,11,26
760,11,26
761,11,33
762,11,29
763,11,25
764,11,23
765,11,20
766,11,20
767,11,21
768,11,27
769,11,29
770,11,20
771,11,30
772,11,14
773,11,15
774,11,35
775,11,26
776,11,26
777,11,18
778,11,20
779,11,18
780,11,19
781,11,26
782,11,16
783,11,28
784,11,30
785,11,17
786,11,17
787,11,27
788,11,23
789,11,28
790,11,20
791,11,28
792,11,26
793,11,26
794,11,23
795,11,22
796,11,19
797,11,23
798,11,29
799,11,31
800,11,28
801,11,34
802,11,22
803,11,18
804,11,10
805,10,18
806,10,16
807,10,15
808,10,18
809,10,18
810,10,18
811,10,14
812,10,16
813,10,24
814,10,17
815,10,21
816,10,16
817,10,26
818,10,18
819,10,22
820,10,17
821,10,14
822,10,22
823,10,19
824,10,13
825,10,24
826,10,14
827,10,19
828,10,23
829,10,20
830,10,19
831,10,24
832,10,15
833,10,18
834,10,15
835,10,19
836,10,21
837,10,13
838,10,16
839,10,18
840,10,27
841,10,24
842,10,19
843,10,17
844,10,17
845,10,16
846,10,16
847,10,25
848,10,17
849,10,19
850,10,19
851,10,15
852,10,19
853,10,21
854,10,20
855,10,18
856,10,19
857,10,17
858,10,14
859,10,20
860,10,17
861,10,22
862,10,16
863,10,20
864,10,17
865,10,22
866,10,18
867,10,18
868,10,24
869,10,13
870,10,17
871,10,27
872,10,18
873,10,25
874,10,16
875,10,23
876,10,16
877,10,17
878,10,18
879,10,14
880,10,22
881,10,23
882,10,15
883,10,19
884,10,23
885,10,15
886,10,13
887,10,19
888,10,17
889,10,26
890,10,17
891,10,15
892,10,14
893,10,25
894,10,23
895,10,18
896,10,23
897,10,26
898,10,28
899,10,19
900,10,24
901,10,24
902,10,9
903,9,18
904,9,15
905,9,13
906,9,12
907,9,10
908,9,15
909,9,15
910,9,14
911,9,13
912,9,13
913,9,12
914,9,12
915,9,13
916,9,16
917,9,16
918,9,13
919,9,15
920,9,11
921,9,13
922,9,15
923,9,11
924,9,15
925,9,15
926,9,14
927,9,10
928,9,17
929,9,17
930,9,12
931,9,15
932,9,16
933,9,13
934,9,12
935,9,16
936,9,11
937,9,21
938,9,14
939,9,17
940,9,20
941,9,15
942,9,13
943,9,15
944,9,15
945,9,16
946,9,15
947,9,22
948,9,17
949,9,16
950,9,15
951,9,19
952,9,20
953,9,18
954,9,14
955,9,14
956,9,11
957,9,11
958,9,13
959,9,17
960,9,10
961,9,22
962,9,16
963,9,17
964,9,16
965,9,15
966,9,14
967,9,14
968,9,26
969,9,9
970,9,10
971,9,12
972,9,12
973,9,13
974,9,19
975,9,12
976,9,15
977,9,12
978,9,14
979,9,12
980,9,14
981,9,16
982,9,14
983,9,11
984,9,14
985,9,14
986,9,10
987,9,16
988,9,18
989,9,21
990,9,16
991,9,10
992,9,19
993,9,19
994,9,17
995,9,13
996,9,13
997,9,15
998,9,20
999,9,22
1000,9,10
1001,9,24
1002,9,15
1003,9,14
1004,9,21
1005,9,10
1006,9,11
1007,9,9
1008,9,15
1009,9,11
1010,9,21
1011,9,12
1012,9,14
1013,9,19
1014,9,30
1015,9,21
1016,9,27
1017,9,16
1018,8,9
1019,8,13
1020,8,10
1021,8,11
1022,8,11
1023,8,11
1024,8,9
1025,8,14
1026,8,14
1027,8,15
1028,8,15
1029,8,11
1030,8,16
1031,8,11
1032,8,13
1033,8,14
1034,8,10
1035,8,11
1036,8,10
1037,8,14
1038,8,12
1039,8,11
1040,8,11
1041,8,12
1042,8,12
1043,8,14
1044,8,12
1045,8,10
1046,8,19
1047,8,8
1048,8,10
1049,8,16
1050,8,10
1051,8,11
1052,8,8
1053,8,11
1054,8,15
1055,8,11
1056,8,12
1057,8,13
1058,8,13
1059,8,11
1060,8,12
1061,8,10
1062,8,10
1063,8,12
1064,8,8
1065,8,10
1066,8,9
1067,8,12
1068,8,9
1069,8,10
1070,8,10
1071,8,10
1072,8,12
1073,8,11
1074,8,10
1075,8,8
1076,8,12
1077,8,14
1078,8,18
1079,8,10
1080,8,10
1081,8,16
1082,8,11
1083,8,10
1084,8,13
1085,8,9
1086,8,11
1087,8,11
1088,8,12
1089,8,12
1090,8,13
1091,8,12
1092,8,11
1093,8,12
1094,8,14
1095,8,11
1096,8,13
1097,8,10
1098,8,8
1099,8,11
1100,8,9
1101,8,10
1102,8,12
1103,8,9
1104,8,11
1105,8,10
1106,8,10
1107,8,12
1108,8,12
1109,8,12
1110,8,12
1111,8,13
1112,8,18
1113,8,10
1114,8,9
1115,8,12
1116,8,13
1117,8,11
1118,8,13
1119,8,20
1120,8,9
1121,8,8
1122,8,11
1123,8,16
1124,8,12
1125,8,13
1126,8,16
1127,8,11
1128,8,13
1129,8,12
1130,8,22
1131,8,14
1132,8,13
1133,8,15
1134,8,12
1135,8,11
1136,8,10
1137,8,18
1138,8,15
1139,8,17
1140,8,22
1141,8,18
1142,8,14
1143,8,16
1144,8,13
1145,8,17
1146,8,14
1147,8,9
1148,8,9
1149,8,10
1150,8,18
1151,8,11
1152,8,12
1153,8,11
1154,8,12
1155,8,20
1156,8,9
1157,8,22
1158,8,15
1159,7,7
1160,7,7
1161,7,7
1162,7,7
1163,7,7
1164,7,7
1165,7,8
1166,7,11
1167,7,9
1168,7,9
1169,7,8
1170,7,9
1171,7,13
1172,7,8
1173,7,10
1174,7,7
1175,7,9
1176,7,9
1177,7,10
1178,7,9
1179,7,10
1180,7,10
1181,7,9
1182,7,11
1183,7,11
1184,7,11
1185,7,9
1186,7,10
1187,7,12
1188,7,9
1189,7,9
1190,7,11
1191,7,8
1192,7,11
1193,7,8
1194,7,10
1195,7,9
1196,7,10
1197,7,8
1198,7,7
1199,7,10
1200,7,8
1201,7,8
1202,7,10
1203,7,8
1204,7,10
1205,7,9
1206,7,10
1207,7,10
1208,7,9
1209,7,10
1210,7,11
1211,7,11
1212,7,9
1213,7,8
1214,7,12
1215,7,11
1216,7,14
1217,7,15
1218,7,14
1219,7,13
1220,7,8
1221,7,11
1222,7,9
1223,7,10
1224,7,8
1225,7,8
1226,7,9
1227,7,13
1228,7,13
1229,7,11
1230,7,12
1231,7,8
1232,7,12
1233,7,7
1234,7,10
1235,7,11
1236,7,11
1237,7,8
1238,7,7
1239,7,10
1240,7,10
1241,7,7
1242,7,12
1243,7,12
1244,7,11
1245,7,8
1246,7,11
1247,7,9
1248,7,10
1249,7,11
1250,7,9
1251,7,8
1252,7,8
1253,7,8
1254,7,9
1255,7,9
1256,7,7
1257,7,10
1258,7,14
1259,7,9
1260,7,7
1261,7,8
1262,7,11
1263,7,10
1264,7,7
1265,7,14
1266,7,7
1267,7,15
1268,7,11
1269,7,9
1270,7,8
1271,7,7
1272,7,13
1273,7,12
1274,7,11
1275,7,11
1276,7,10
1277,7,7
1278,7,13
1279,7,7
1280,7,7
1281,7,8
1282,7,7
1283,7,7
1284,7,11
1285,7,19
1286,7,14
1287,7,15
1288,7,11
1289,7,8
1290,7,8
1291,7,10
1292,7,10
1293,7,9
1294,7,8
1295,7,8
1296,7,8
1297,7,7
1298,7,7
1299,7,7
1300,7,8
1301,7,10
1302,7,8
1303,7,8
1304,7,7
1305,7,9
1306,7,9
1307,7,6
1308,7,11
1309,7,12
1310,7,9
1311,7,12
1312,7,6
1313,7,13
1314,7,15
1315,7,12
1316,7,6
1317,7,21
1318,7,19
1319,7,8
1320,7,8
1321,7,13
1322,7,12
1323,7,6
1324,6,6
1325,6,6
1326,6,7
1327,6,10
1328,6,8
1329,6,7
1330,6,7
1331,6,7
1332,6,7
1333,6,6
1334,6,6
1335,6,6
1336,6,10
1337,6,10
1338,6,9
1339,6,9
1340,6,8
1341,6,7
1342,6,7
1343,6,6
1344,6,5
1345,6,6
1346,6,6
1347,6,6
1348,6,5
1349,6,5
1350,6,7
1351,6,5
1352,6,5
1353,6,5
1354,6,5
1355,6,5
1356,6,5
1357,6,5
1358,6,5
1359,6,8
1360,6,9
1361,6,8
1362,6,8
1363,6,8
1364,6,7
1365,6,8
1366,6,10
1367,6,7
1368,6,7
1369,6,6
1370,6,6
1371,6,6
1372,6,6
1373,6,6
1374,6,5
1375,6,6
1376,6,6
1377,6,7
1378,6,6
1379,6,5
1380,6,6
1381,6,7
1382,6,8
1383,6,9
1384,6,7
1385,6,6
1386,6,6
1387,6,5
1388,6,5
1389,6,5
1390,6,7
1391,6,5
1392,6,6
1393,6,6
1394,6,6
1395,6,6
1396,6,6
1397,6,6
1398,6,6
1399,6,9
1400,6,8
1401,6,6
1402,6,6
1403,6,6
1404,6,5
1405,6,7
1406,6,8
1407,6,7
1408,6,9
1409,6,7
1410,6,5
1411,6,6
1412,6,7
1413,6,10
1414,6,7
1415,6,8
1416,6,6
1417,6,6
1418,6,6
1419,6,6
1420,6,7
1421,6,8
1422,6,8
1423,6,8
1424,6,8
1425,6,7
1426,6,7
1427,6,8
1428,6,8
1429,6,5
1430,6,6
1431,6,6
1432,6,5
1433,6,6
1434,6,6
1435,6,5
1436,6,5
1437,6,5
1438,6,5
1439,6,7
1440,6,11
1441,6,9
1442,6,7
1443,6,7
1444,6,8
1445,6,12
1446,6,7
1447,6,8
1448,6,7
1449,6,10
1450,6,8
1451,6,6
1452,6,5
1453,6,6
1454,6,8
1455,6,6
1456,6,6
1457,6,7
1458,6,6
1459,6,9
1460,6,11
1461,6,9
1462,6,7
1463,6,6
1464,6,8
1465,6,9
1466,6,7
1467,6,7
1468,6,7
1469,6,8
1470,6,10
1471,6,9
1472,6,7
1473,6,9
1474,6,5
1475,6,5
1476,6,5
1477,6,7
1478,6,7
1479,6,5
1480,6,5
1481,6,6
1482,6,6
1483,6,7
1484,6,5
1485,6,6
1486,6,5
1487,6,5
1488,6,8
1489,6,5
1490,6,6
1491,6,6
1492,6,6
1493,6,6
1494,6,6
1495,6,6
1496,6,6
1497,6,6
1498,6,6
1499,6,6
1500,6,6
1501,6,8
1502,6,8
1503,6,6
1504,6,5
1505,6,6
1506,6,5
1507,6,6
1508,6,5
1509,6,8
1510,6,8
1511,6,5
1512,6,7
1513,6,5
1514,6,7
1515,6,7
1516,6,5
1517,6,7
1518,6,5
1519,6,7
1520,6,5
1521,6,6
1522,6,5
1523,6,5
1524,6,7
1525,6,7
1526,6,6
1527,6,6
1528,6,12
1529,6,9
1530,6,9
1531,6,6
1532,6,9
1533,6,10
1534,6,9
1535,6,8
1536,6,6
1537,6,7
1538,6,6
1539,6,7
1540,6,6
1541,6,7
1542,6,7
1543,6,6
1544,6,8
1545,6,7
1546,6,10
1547,6,9
1548,6,7
1549,6,6
1550,6,7
1551,6,5
1552,6,6
1553,6,6
1554,6,11
1555,6,5
1556,6,5
1557,6,6
1558,6,6
1559,6,5
1560,6,5
1561,6,5
1562,6,5
1563,6,5
1564,6,5
1565,6,5
1566,6,5
1567,6,6
1568,6,5
1569,6,6
1570,6,9
1571,6,7
1572,6,8
1573,6,9
1574,6,8
1575,6,9
1576,6,10
1577,6,8
1578,6,12
1579,6,9
1580,6,8
1581,6,11
1582,6,8
1583,6,7
1584,6,6
1585,6,5
1586,6,5
1587,6,10
1588,6,5
1589,6,7
1590,6,9
1591,6,10
1592,6,5
1593,6,5
1594,6,5
1595,6,7
1596,6,5
1597,6,5
1598,6,5
1599,6,12
1600,6,5
1601,6,5
1602,6,5
1603,5,5
1604,5,5
1605,5,6
1606,5,4
1607,5,4
1608,5,4
1609,5,5
1610,5,5
1611,5,5
1612,5,5
1613,5,5
1614,5,4
1615,5,5
1616,5,5
1617,5,5
1618,5,4
1619,5,4
1620,5,5
1621,5,4
1622,5,4
1623,5,4
1624,5,4
1625,5,5
1626,5,4
1627,5,5
1628,5,4
1629,5,4
1630,5,4
1631,5,4
1632,5,4
1633,5,6
1634,5,6
1635,5,4
1636,5,5
1637,5,6
1638,5,6
1639,5,5
1640,5,6
1641,5,7
1642,5,6
1643,5,4
1644,5,6
1645,5,5
1646,5,7
1647,5,7
1648,5,7
1649,5,4
1650,5,6
1651,5,5
1652,5,6
1653,5,5
1654,5,5
1655,5,5
1656,5,4
1657,5,4
1658,5,7
1659,5,8
1660,5,5
1661,5,5
1662,5,5
1663,5,5
1664,5,7
1665,5,4
1666,5,5
1667,5,5
1668,5,6
1669,5,4
1670,5,6
1671,5,4
1672,5,5
1673,5,7
1674,5,8
1675,5,5
1676,5,8
1677,5,5
1678,5,5
1679,5,6
1680,5,5
1681,5,7
1682,5,7
1683,5,6
1684,5,4
1685,5,5
1686,5,5
1687,5,6
1688,5,5
1689,5,5
1690,5,5
1691,5,5
1692,5,5
1693,5,7
1694,5,6
1695,5,5
1696,5,5
1697,5,6
1698,5,7
1699,5,6
1700,5,6
1701,5,6
1702,5,8
1703,5,6
1704,5,7
1705,5,6
1706,5,5
1707,5,4
1708,5,4
1709,5,4
1710,5,5
1711,5,4
1712,5,4
1713,5,4
1714,5,4
1715,5,5
1716,5,4
1717,5,4
1718,5,4
1719,5,4
1720,5,5
1721,5,4
1722,5,4
1723,5,4
1724,5,4
1725,5,4
1726,5,4
1727,5,4
1728,5,4
1729,5,5
1730,5,4
1731,5,5
1732,5,4
1733,5,5
1734,5,5
1735,5,4
1736,5,4
1737,5,4
1738,5,4
1739,5,4
1740,5,5
1741,5,5
1742,5,4
1743,5,4
1744,5,4
1745,5,4
1746,5,4
1747,5,4
1748,5,4
1749,5,5
1750,5,4
1751,5,4
1752,5,4
1753,5,5
1754,5,4
1755,5,4
1756,5,5
1757,5,5
1758,5,4
1759,5,4
1760,5,5
1761,5,5
1762,5,4
1763,5,5
1764,5,4
1765,5,4
1766,5,4
1767,5,5
1768,5,4
1769,5,4
1770,5,5
1771,5,4
1772,5,4
1773,5,4
1774,5,5
1775,5,4
1776,5,4
1777,5,4
1778,5,4
1779,5,4
1780,5,4
1781,5,4
1782,5,4
1783,5,4
1784,5,4
1785,5,4
1786,5,5
1787,5,6
1788,5,7
1789,5,5
1790,5,6
1791,5,5
1792,5,4
1793,5,7
1794,5,5
1795,5,5
1796,5,8
1797,5,7
1798,5,7
1799,5,5
1800,5,4
1801,5,6
1802,5,5
1803,5,5
1804,5,5
1805,5,6
1806,5,6
1807,5,8
1808,5,5
1809,5,4
1810,5,4
1811,5,6
1812,5,6
1813,5,4
1814,5,4
1815,5,6
1816,5,5
1817,5,6
1818,5,4
1819,5,5
1820,5,4
1821,5,4
1822,5,5
1823,5,5
1824,5,5
1825,5,5
1826,5,4
1827,5,4
1828,5,4
1829,5,4
1830,5,4
1831,5,4
1832,5,5
1833,5,4
1834,5,4
1835,5,4
1836,5,4
1837,5,4
1838,5,7
1839,5,6
1840,5,4
1841,5,5
1842,5,4
1843,5,7
1844,5,4
1845,5,7
1846,5,5
1847,5,8
1848,5,7
1849,5,6
1850,5,8
1851,5,7
1852,5,6
1853,5,6
1854,5,6
1855,5,5
1856,5,5
1857,5,6
1858,5,5
1859,5,5
1860,5,8
1861,5,7
1862,5,6
1863,5,5
1864,5,7
1865,5,5
1866,5,5
1867,5,7
1868,5,6
1869,5,4
1870,5,4
1871,5,4
1872,5,4
1873,5,4
1874,5,4
1875,5,4
1876,5,6
1877,5,4
1878,5,4
1879,5,4
1880,5,4
1881,5,5
1882,5,4
1883,5,4
1884,5,4
1885,5,7
1886,5,7
1887,5,9
1888,5,4
1889,5,4
1890,5,5
1891,5,4
1892,5,4
1893,5,4
1894,5,8
1895,5,4
1896,5,7
1897,5,5
1898,5,4
1899,5,4
1900,5,4
1901,5,4
1902,5,8
1903,5,4
1904,5,5
1905,5,5
1906,5,4
1907,5,4
1908,5,5
1909,5,6
1910,5,4
1911,5,5
1912,5,6
1913,5,4
1914,5,5
1915,5,4
1916,5,4
1917,5,4
1918,5,4
1919,5,4
1920,5,4
1921,5,4
1922,5,4
1923,5,4
1924,5,4
1925,5,10
1926,4,3
1927,4,4
1928,4,4
1929,4,3
1930,4,3
1931,4,3
1932,4,3
1933,4,4
1934,4,3
1935,4,3
1936,4,3
1937,4,3
1938,4,3
1939,4,3
1940,4,3
1941,4,3
1942,4,3
1943,4,4
1944,4,3
1945,4,3
1946,4,3
1947,4,4
1948,4,4
1949,4,4
1950,4,3
1951,4,4
1952,4,4
1953,4,3
1954,4,4
1955,4,3
1956,4,4
1957,4,3
1958,4,3
1959,4,3
1960,4,3
1961,4,3
1962,4,4
1963,4,3
1964,4,3
1965,4,3
1966,4,3
1967,4,3
1968,4,4
1969,4,5
1970,4,3
1971,4,4
1972,4,3
1973,4,3
1974,4,3
1975,4,3
1976,4,4
1977,4,4
1978,4,3
1979,4,5
1980,4,4
1981,4,3
1982,4,4
1983,4,3
1984,4,4
1985,4,3
1986,4,3
1987,4,5
1988,4,5
1989,4,4
1990,4,4
1991,4,4
1992,4,3
1993,4,4
1994,4,5
1995,4,4
1996,4,4
1997,4,4
1998,4,4
1999,4,4
2000,4,4
2001,4,3
2002,4,3
2003,4,5
2004,4,4
2005,4,5
2006,4,5
2007,4,3
2008,4,3
2009,4,3
2010,4,3
2011,4,3
2012,4,3
2013,4,3
2014,4,3
2015,4,3
2016,4,3
2017,4,3
2018,4,3
2019,4,3
2020,4,3
2021,4,3
2022,4,3
2023,4,3
2024,4,3
2025,4,3
2026,4,3
2027,4,3
2028,4,3
2029,4,3
2030,4,3
2031,4,3
2032,4,3
2033,4,3
2034,4,4
2035,4,3
2036,4,3
2037,4,3
2038,4,3
2039,4,3
2040,4,3
2041,4,3
2042,4,3
2043,4,3
2044,4,4
2045,4,3
2046,4,3
2047,4,3
2048,4,5
2049,4,3
2050,4,5
2051,4,4
2052,4,3
2053,4,4
2054,4,3
2055,4,3
2056,4,4
2057,4,5
2058,4,4
2059,4,4
2060,4,5
2061,4,4
2062,4,3
2063,4,4
2064,4,3
2065,4,3
2066,4,3
2067,4,3
2068,4,3
2069,4,4
2070,4,3
2071,4,4
2072,4,4
2073,4,3
2074,4,4
2075,4,3
2076,4,4
2077,4,3
2078,4,3
2079,4,3
2080,4,3
2081,4,3
2082,4,3
2083,4,3
2084,4,4
2085,4,3
2086,4,3
2087,4,5
2088,4,3
2089,4,5
2090,4,4
2091,4,4
2092,4,3
2093,4,3
2094,4,5
2095,4,6
2096,4,3
2097,4,4
2098,4,3
2099,4,3
2100,4,5
2101,4,3
2102,4,3
2103,4,4
2104,4,3
2105,4,4
2106,4,3
2107,4,5
2108,4,4
2109,4,5
2110,4,4
2111,4,3
2112,4,3
2113,4,4
2114,4,4
2115,4,4
2116,4,5
2117,4,4
2118,4,4
2119,4,4
2120,4,4
2121,4,3
2122,4,3
2123,4,3
2124,4,3
2125,4,3
2126,4,3
2127,4,3
2128,4,3
2129,4,3
2130,4,3
